eval_set,stem,L,requested_pairs,effective_pairs,dropped_short_pairs
eval-val,8dqd_A,377,0,0,0
eval-val,8dqd_A,377,10,10,0
eval-val,8dqd_A,377,20,20,0
eval-val,8dqd_A,377,30,30,0
eval-val,8dqd_A,377,40,40,0
eval-val,8dqd_A,377,50,50,0
eval-val,8dqd_A,377,60,60,0
eval-val,8dqd_A,377,70,70,0
eval-val,8dqd_A,377,80,80,0
eval-val,8dqd_A,377,90,90,0
eval-val,8dqd_A,377,100,100,0
eval-val,8dqd_A,377,110,110,0
eval-val,8dqd_A,377,120,120,0
eval-val,8dqd_A,377,130,130,0
eval-val,8dqd_A,377,140,140,0
eval-val,8dqd_A,377,150,150,0
eval-val,8dqd_A,377,160,160,0
eval-val,8dqd_A,377,170,170,0
eval-val,8dqd_A,377,180,180,0
eval-val,8dqd_A,377,190,190,0
eval-val,8dqd_A,377,200,200,0
eval-val,8dqd_A,377,210,210,0
eval-val,8dqd_A,377,220,220,0
eval-val,8dqd_A,377,230,230,0
eval-val,8dqd_A,377,240,240,0
eval-val,8dqd_A,377,250,250,0
eval-val,8dqd_A,377,260,260,0
eval-val,8dqd_A,377,270,270,0
eval-val,8dqd_A,377,280,280,0
eval-val,8dqd_A,377,290,290,0
eval-val,8dqd_A,377,300,300,0
eval-val,8dqd_A,377,310,310,0
eval-val,8dqd_A,377,320,320,0
eval-val,8dqd_A,377,330,330,0
eval-val,8dqd_A,377,340,340,0
eval-val,8dqd_A,377,350,350,0
eval-val,8dqd_A,377,360,360,0
eval-val,8dqd_A,377,370,370,0
eval-val,8dqd_A,377,377,377,0
eval-val,8dx0_A,154,0,0,0
eval-val,8dx0_A,154,10,10,0
eval-val,8dx0_A,154,20,20,0
eval-val,8dx0_A,154,30,30,0
eval-val,8dx0_A,154,40,40,0
eval-val,8dx0_A,154,50,50,0
eval-val,8dx0_A,154,60,60,0
eval-val,8dx0_A,154,70,70,0
eval-val,8dx0_A,154,80,80,0
eval-val,8dx0_A,154,90,90,0
eval-val,8dx0_A,154,100,100,0
eval-val,8dx0_A,154,110,110,0
eval-val,8dx0_A,154,120,120,0
eval-val,8dx0_A,154,130,130,0
eval-val,8dx0_A,154,140,140,0
eval-val,8dx0_A,154,150,150,0
eval-val,8dx0_A,154,154,154,0
eval-val,8e0r_A,468,0,0,0
eval-val,8e0r_A,468,10,10,0
eval-val,8e0r_A,468,20,20,0
eval-val,8e0r_A,468,30,30,0
eval-val,8e0r_A,468,40,40,0
eval-val,8e0r_A,468,50,50,0
eval-val,8e0r_A,468,60,60,0
eval-val,8e0r_A,468,70,70,0
eval-val,8e0r_A,468,80,80,0
eval-val,8e0r_A,468,90,90,0
eval-val,8e0r_A,468,100,100,0
eval-val,8e0r_A,468,110,110,0
eval-val,8e0r_A,468,120,120,0
eval-val,8e0r_A,468,130,130,0
eval-val,8e0r_A,468,140,140,0
eval-val,8e0r_A,468,150,150,0
eval-val,8e0r_A,468,160,160,0
eval-val,8e0r_A,468,170,170,0
eval-val,8e0r_A,468,180,180,0
eval-val,8e0r_A,468,190,190,0
eval-val,8e0r_A,468,200,200,0
eval-val,8e0r_A,468,210,210,0
eval-val,8e0r_A,468,220,220,0
eval-val,8e0r_A,468,230,230,0
eval-val,8e0r_A,468,240,240,0
eval-val,8e0r_A,468,250,250,0
eval-val,8e0r_A,468,260,260,0
eval-val,8e0r_A,468,270,270,0
eval-val,8e0r_A,468,280,280,0
eval-val,8e0r_A,468,290,289,1
eval-val,8e0r_A,468,300,299,1
eval-val,8e0r_A,468,310,309,1
eval-val,8e0r_A,468,320,319,1
eval-val,8e0r_A,468,330,329,1
eval-val,8e0r_A,468,340,339,1
eval-val,8e0r_A,468,350,349,1
eval-val,8e0r_A,468,360,359,1
eval-val,8e0r_A,468,370,369,1
eval-val,8e0r_A,468,380,379,1
eval-val,8e0r_A,468,390,389,1
eval-val,8e0r_A,468,400,399,1
eval-val,8e0r_A,468,410,409,1
eval-val,8e0r_A,468,420,419,1
eval-val,8e0r_A,468,430,429,1
eval-val,8e0r_A,468,440,439,1
eval-val,8e0r_A,468,450,449,1
eval-val,8e0r_A,468,460,459,1
eval-val,8e0r_A,468,468,467,1
eval-val,8e5h_A,372,0,0,0
eval-val,8e5h_A,372,10,10,0
eval-val,8e5h_A,372,20,20,0
eval-val,8e5h_A,372,30,30,0
eval-val,8e5h_A,372,40,40,0
eval-val,8e5h_A,372,50,50,0
eval-val,8e5h_A,372,60,60,0
eval-val,8e5h_A,372,70,70,0
eval-val,8e5h_A,372,80,80,0
eval-val,8e5h_A,372,90,90,0
eval-val,8e5h_A,372,100,100,0
eval-val,8e5h_A,372,110,110,0
eval-val,8e5h_A,372,120,120,0
eval-val,8e5h_A,372,130,130,0
eval-val,8e5h_A,372,140,140,0
eval-val,8e5h_A,372,150,150,0
eval-val,8e5h_A,372,160,160,0
eval-val,8e5h_A,372,170,170,0
eval-val,8e5h_A,372,180,180,0
eval-val,8e5h_A,372,190,190,0
eval-val,8e5h_A,372,200,200,0
eval-val,8e5h_A,372,210,210,0
eval-val,8e5h_A,372,220,220,0
eval-val,8e5h_A,372,230,230,0
eval-val,8e5h_A,372,240,240,0
eval-val,8e5h_A,372,250,250,0
eval-val,8e5h_A,372,260,260,0
eval-val,8e5h_A,372,270,270,0
eval-val,8e5h_A,372,280,280,0
eval-val,8e5h_A,372,290,290,0
eval-val,8e5h_A,372,300,300,0
eval-val,8e5h_A,372,310,310,0
eval-val,8e5h_A,372,320,320,0
eval-val,8e5h_A,372,330,330,0
eval-val,8e5h_A,372,340,340,0
eval-val,8e5h_A,372,350,350,0
eval-val,8e5h_A,372,360,360,0
eval-val,8e5h_A,372,370,370,0
eval-val,8e5h_A,372,372,372,0
eval-val,8eb9_A,95,0,0,0
eval-val,8eb9_A,95,10,10,0
eval-val,8eb9_A,95,20,20,0
eval-val,8eb9_A,95,30,30,0
eval-val,8eb9_A,95,40,40,0
eval-val,8eb9_A,95,50,50,0
eval-val,8eb9_A,95,60,60,0
eval-val,8eb9_A,95,70,70,0
eval-val,8eb9_A,95,80,80,0
eval-val,8eb9_A,95,90,90,0
eval-val,8eb9_A,95,95,95,0
eval-val,8ec3_A,168,0,0,0
eval-val,8ec3_A,168,10,10,0
eval-val,8ec3_A,168,20,20,0
eval-val,8ec3_A,168,30,30,0
eval-val,8ec3_A,168,40,40,0
eval-val,8ec3_A,168,50,50,0
eval-val,8ec3_A,168,60,60,0
eval-val,8ec3_A,168,70,70,0
eval-val,8ec3_A,168,80,80,0
eval-val,8ec3_A,168,90,90,0
eval-val,8ec3_A,168,100,100,0
eval-val,8ec3_A,168,110,110,0
eval-val,8ec3_A,168,120,120,0
eval-val,8ec3_A,168,130,130,0
eval-val,8ec3_A,168,140,140,0
eval-val,8ec3_A,168,150,150,0
eval-val,8ec3_A,168,160,160,0
eval-val,8ec3_A,168,168,168,0
eval-val,8eo5_A,290,0,0,0
eval-val,8eo5_A,290,10,10,0
eval-val,8eo5_A,290,20,20,0
eval-val,8eo5_A,290,30,30,0
eval-val,8eo5_A,290,40,40,0
eval-val,8eo5_A,290,50,50,0
eval-val,8eo5_A,290,60,60,0
eval-val,8eo5_A,290,70,70,0
eval-val,8eo5_A,290,80,80,0
eval-val,8eo5_A,290,90,90,0
eval-val,8eo5_A,290,100,100,0
eval-val,8eo5_A,290,110,110,0
eval-val,8eo5_A,290,120,120,0
eval-val,8eo5_A,290,130,130,0
eval-val,8eo5_A,290,140,140,0
eval-val,8eo5_A,290,150,150,0
eval-val,8eo5_A,290,160,160,0
eval-val,8eo5_A,290,170,170,0
eval-val,8eo5_A,290,180,180,0
eval-val,8eo5_A,290,190,190,0
eval-val,8eo5_A,290,200,200,0
eval-val,8eo5_A,290,210,210,0
eval-val,8eo5_A,290,220,220,0
eval-val,8eo5_A,290,230,230,0
eval-val,8eo5_A,290,240,240,0
eval-val,8eo5_A,290,250,250,0
eval-val,8eo5_A,290,260,260,0
eval-val,8eo5_A,290,270,270,0
eval-val,8eo5_A,290,280,280,0
eval-val,8eo5_A,290,290,290,0
eval-val,8gmy_A,236,0,0,0
eval-val,8gmy_A,236,10,10,0
eval-val,8gmy_A,236,20,20,0
eval-val,8gmy_A,236,30,30,0
eval-val,8gmy_A,236,40,40,0
eval-val,8gmy_A,236,50,50,0
eval-val,8gmy_A,236,60,60,0
eval-val,8gmy_A,236,70,69,1
eval-val,8gmy_A,236,80,79,1
eval-val,8gmy_A,236,90,89,1
eval-val,8gmy_A,236,100,98,2
eval-val,8gmy_A,236,110,108,2
eval-val,8gmy_A,236,120,118,2
eval-val,8gmy_A,236,130,128,2
eval-val,8gmy_A,236,140,138,2
eval-val,8gmy_A,236,150,148,2
eval-val,8gmy_A,236,160,158,2
eval-val,8gmy_A,236,170,168,2
eval-val,8gmy_A,236,180,178,2
eval-val,8gmy_A,236,190,188,2
eval-val,8gmy_A,236,200,198,2
eval-val,8gmy_A,236,210,208,2
eval-val,8gmy_A,236,220,218,2
eval-val,8gmy_A,236,230,228,2
eval-val,8gmy_A,236,236,234,2
eval-val,8q8i_A,282,0,0,0
eval-val,8q8i_A,282,10,10,0
eval-val,8q8i_A,282,20,20,0
eval-val,8q8i_A,282,30,30,0
eval-val,8q8i_A,282,40,40,0
eval-val,8q8i_A,282,50,50,0
eval-val,8q8i_A,282,60,60,0
eval-val,8q8i_A,282,70,70,0
eval-val,8q8i_A,282,80,80,0
eval-val,8q8i_A,282,90,90,0
eval-val,8q8i_A,282,100,100,0
eval-val,8q8i_A,282,110,110,0
eval-val,8q8i_A,282,120,120,0
eval-val,8q8i_A,282,130,130,0
eval-val,8q8i_A,282,140,140,0
eval-val,8q8i_A,282,150,150,0
eval-val,8q8i_A,282,160,160,0
eval-val,8q8i_A,282,170,170,0
eval-val,8q8i_A,282,180,180,0
eval-val,8q8i_A,282,190,190,0
eval-val,8q8i_A,282,200,200,0
eval-val,8q8i_A,282,210,210,0
eval-val,8q8i_A,282,220,220,0
eval-val,8q8i_A,282,230,230,0
eval-val,8q8i_A,282,240,240,0
eval-val,8q8i_A,282,250,250,0
eval-val,8q8i_A,282,260,260,0
eval-val,8q8i_A,282,270,270,0
eval-val,8q8i_A,282,280,280,0
eval-val,8q8i_A,282,282,282,0
eval-val,8ycm_A,229,0,0,0
eval-val,8ycm_A,229,10,10,0
eval-val,8ycm_A,229,20,20,0
eval-val,8ycm_A,229,30,30,0
eval-val,8ycm_A,229,40,40,0
eval-val,8ycm_A,229,50,50,0
eval-val,8ycm_A,229,60,60,0
eval-val,8ycm_A,229,70,70,0
eval-val,8ycm_A,229,80,80,0
eval-val,8ycm_A,229,90,90,0
eval-val,8ycm_A,229,100,100,0
eval-val,8ycm_A,229,110,110,0
eval-val,8ycm_A,229,120,120,0
eval-val,8ycm_A,229,130,130,0
eval-val,8ycm_A,229,140,140,0
eval-val,8ycm_A,229,150,150,0
eval-val,8ycm_A,229,160,160,0
eval-val,8ycm_A,229,170,170,0
eval-val,8ycm_A,229,180,180,0
eval-val,8ycm_A,229,190,190,0
eval-val,8ycm_A,229,200,200,0
eval-val,8ycm_A,229,210,210,0
eval-val,8ycm_A,229,220,220,0
eval-val,8ycm_A,229,229,229,0
