entry_id,L,n_gt,n_rollouts,n_correct,tensor_parallel,total_gen_tokens,gen_seconds,score_seconds,tokens_per_s,mean_gen_tokens,best_struct_nll,tpu_type,n_rollouts_n,n_correct_n,n_contacts,struct_nll_min,struct_nll_mean,struct_nll_max,struct_nll_per_tok_min,selected_r
AF-A0A523J6E9-F1,308,229,10,10,4,6880,5.341,0.424,1288.1,688.0,1668.33,v5p-8,10,10,229,1668.32982432361,1702.3907211208084,1743.3185630740663,2.4248980004703635,9
AF-A0A523NKB7-F1,400,375,10,10,4,11260,9.221,0.328,1221.1,1126.0,2796.131,v5p-8,10,10,375,2796.1305512476924,2850.0879306184584,2883.069943464676,2.483242052617844,8
AF-A0A523QFD8-F1,239,226,10,10,4,6790,5.236,0.221,1296.7,679.0,1563.896,v5p-8,10,10,226,1563.895922460874,1591.8894393057913,1620.4212567661784,2.3032340536979,3
AF-A0A524MSS4-F1,165,53,10,10,4,1600,1.145,0.124,1397.6,160.0,302.208,v5p-8,10,10,53,302.20794550017854,310.4651810395875,320.4345807837101,1.8887996593761158,1
AF-A0A524Q5U6-F1,115,27,10,10,4,820,0.592,0.076,1386.3,82.0,154.913,v5p-8,10,10,27,154.91282684866542,163.87002517532244,168.3008594378698,1.889180815227627,5
AF-A0A525JPJ7-F1,154,96,10,10,4,2890,2.112,0.139,1368.1,289.0,555.331,v5p-8,10,10,96,555.3311653680657,571.5342800859065,591.8734560654946,1.9215611258410579,7
AF-A0A534IJN8-F1,268,166,10,10,4,4990,3.797,0.408,1314.2,499.0,1142.326,v5p-8,10,10,166,1142.325734342607,1157.8525499012862,1170.5018179380343,2.2892299285422983,4
AF-A0A535A754-F1,311,171,10,10,4,5140,3.887,0.22,1322.4,514.0,1239.844,v5p-8,10,10,171,1239.8437790569265,1271.3611432406037,1294.6448242593915,2.4121474300718413,5
AF-A0A535H6X6-F1,200,125,10,10,4,3760,2.76,0.167,1362.1,376.0,862.009,v5p-8,10,10,125,862.0089394545832,878.238786227697,907.8648469131302,2.2925769666345297,9
AF-A0A537MG25-F1,146,111,10,10,4,3340,2.432,0.144,1373.4,334.0,683.684,v5p-8,10,10,111,683.6839591215402,695.1203111797489,711.7047204315717,2.0469579614417373,7
AF-A0A537N5T6-F1,78,15,10,10,4,460,0.331,0.06,1390.2,46.0,59.315,v5p-8,10,10,15,59.31472387118265,64.77539538191915,69.57706116251939,1.2894505189387533,3
AF-A0A538CWK4-F1,69,43,10,10,4,1300,0.935,0.069,1390.1,130.0,242.495,v5p-8,10,10,43,242.49485168742922,251.15499974801077,258.6479665132463,1.8653450129802247,7
AF-A0A538QH85-F1,308,280,10,10,4,8410,6.656,0.259,1263.6,841.0,1822.478,v5p-8,10,10,280,1822.4778064420616,1842.0778377021209,1878.3146038813024,2.1670366307277784,8
AF-A0A542SDG3-F1,191,116,10,10,4,3490,2.587,0.159,1349.1,349.0,742.299,v5p-8,10,10,116,742.299084809415,752.3207239183408,765.790097915994,2.1269314750986106,1
AF-A0A543BJX3-F1,90,90,10,10,4,2710,2.165,0.116,1251.5,271.0,460.588,v5p-8,10,10,90,460.5884096995246,464.32976420743273,471.877915140961,1.6995882276735226,8
AF-A0A543NI82-F1,143,70,10,10,4,2110,1.541,0.124,1369.5,211.0,359.885,v5p-8,10,10,70,359.8850972307697,371.711082797646,386.55370458931657,1.7056165745534109,1
AF-A0A545SV26-F1,412,354,10,10,4,10630,8.75,0.321,1214.8,1063.0,2679.444,v5p-8,10,10,354,2679.4444806389706,2720.1707361549666,2744.6773352799096,2.5206439140535943,3
AF-A0A547NPG7-F1,263,99,10,10,4,2980,2.204,0.174,1352.4,298.0,611.31,v5p-8,10,10,99,611.3103485942042,629.5735909963332,645.2488009421413,2.0513770087053835,1
AF-A0A554X7Q9-F1,111,42,10,10,4,1270,0.911,0.082,1393.4,127.0,231.049,v5p-8,10,10,42,231.04856642321533,242.6649636657632,250.92863339122368,1.8192800505764988,7
AF-A0A559IXY6-F1,117,108,10,10,4,3250,2.371,0.133,1370.8,325.0,645.545,v5p-8,10,10,108,645.5448266989276,668.5935872910482,685.4883770632458,1.986291774458239,5
AF-A0A562K3T7-F1,281,235,10,10,4,7060,7.038,0.5,1003.1,706.0,1704.75,v5p-8,10,10,235,1704.7498442193423,1721.1725272286344,1748.71572288732,2.414659836004734,2
AF-A0A562P9P6-F1,388,30,10,10,4,910,0.858,0.324,1060.2,91.0,151.886,v5p-8,10,10,30,151.88568802098416,165.31484791309367,181.9058782847933,1.6690734947360897,5
AF-A0A562QJY9-F1,99,36,10,10,4,1090,0.907,0.11,1201.9,109.0,184.099,v5p-8,10,10,36,184.099388570036,192.64408191255697,200.77626958498433,1.6889852162388626,8
AF-A0A564G187-F1,189,175,10,10,4,5260,4.878,0.217,1078.2,526.0,1204.44,v5p-8,10,10,175,1204.4399929546032,1227.629674276783,1239.5014544891774,2.2898098725372686,4
AF-A0A5B6TCZ0-F1,82,63,10,10,4,1900,1.639,0.116,1159.4,190.0,308.369,v5p-8,10,10,63,308.369305957234,320.41542296586135,337.2659514465772,1.6229963471433368,6
AF-A0A5B8ICN8-F1,73,23,10,10,4,700,0.603,0.061,1159.9,70.0,132.644,v5p-8,10,10,23,132.64446089853482,137.93502107556404,142.51937505294381,1.8949208699790687,2
AF-A0A5B8SX42-F1,67,55,10,10,4,1660,1.532,0.074,1083.7,166.0,299.757,v5p-8,10,10,55,299.7567656715222,306.1120126637294,311.2489685270656,1.8057636486236277,1
AF-A0A5C0B5J3-F1,488,531,10,10,4,15940,16.947,0.84,940.6,1594.0,4326.703,v5p-8,10,10,531,4326.703068168818,4406.937961873971,4455.08967994227,2.714368298725733,8
AF-A0A5C0XNI9-F1,202,211,10,10,4,6340,6.068,0.203,1044.9,634.0,1311.301,v5p-8,10,10,211,1311.3012696505416,1328.5523669986646,1352.661483769469,2.0682985325718324,5
AF-A0A5C1AKI1-F1,138,86,10,10,4,2590,1.839,0.129,1408.1,259.0,544.423,v5p-8,10,10,86,544.4233734701179,552.8924410149425,560.0875070841033,2.102020746988872,2
AF-A0A5C1B0R7-F1,77,6,10,10,4,190,0.142,0.045,1337.1,19.0,31.169,v5p-8,10,10,6,31.169238250353374,33.776771494836154,37.32744422345422,1.640486223702809,7
AF-A0A5C2B2V8-F1,436,428,10,10,4,12850,36.357,2.389,353.4,1285.0,3359.337,v5p-8,10,10,428,3359.33717501245,3406.756023720451,3486.461646024085,2.6142701751069652,5
AF-A0A5C4MTZ4-F1,127,48,10,10,4,1450,10.743,1.87,135.0,145.0,240.694,v5p-8,10,10,48,240.69374191371344,252.97138322709822,260.17841020491187,1.6599568407842307,0
AF-A0A5C5V1X9-F1,467,300,10,10,4,9010,15.865,2.031,567.9,901.0,2089.867,v5p-8,10,10,300,2089.8670279671614,2130.0165229810455,2150.1963953303134,2.3194972563453513,5
AF-A0A5C7JMF3-F1,427,264,10,10,4,7930,13.705,7.72,578.6,793.0,1733.365,v5p-8,10,10,264,1733.3648134739938,1766.9933982962339,1791.9598586140926,2.1858320472559822,5
AF-A0A5C7ZRW3-F1,54,23,10,10,4,700,0.495,0.157,1414.0,70.0,114.708,v5p-8,10,10,23,114.7084196625201,124.80567452135536,132.5447709645191,1.6386917094645728,0
AF-A0A5D0MS32-F1,272,198,10,10,4,5950,4.53,0.336,1313.6,595.0,1328.137,v5p-8,10,10,198,1328.1368974313768,1346.7631023687672,1366.0746299595378,2.2321628528258435,7
AF-A0A5D0SK11-F1,145,160,10,10,4,4810,3.522,0.236,1365.6,481.0,1028.386,v5p-8,10,10,160,1028.3856847689904,1042.5179909472254,1055.6896117627607,2.1380159766507076,8
AF-A0A5D2TKT6-F1,57,37,10,10,4,1120,0.786,0.192,1424.3,112.0,160.504,v5p-8,10,10,37,160.50370960278258,168.80001494925727,181.14199604148564,1.4330688357391301,7
AF-A0A5D8YGB2-F1,184,170,10,10,4,5110,3.774,1.646,1354.1,511.0,1131.141,v5p-8,10,10,170,1131.1411340749542,1163.0765437135851,1186.1189711638244,2.2135834326320043,9
AF-A0A5E7S2T7-F1,140,76,10,10,4,2290,1.638,0.125,1397.7,229.0,379.075,v5p-8,10,10,76,379.075426182098,388.74625185597324,399.1664683892991,1.6553512060353623,2
AF-A0A5E7YDW6-F1,195,147,10,10,4,4420,3.256,0.173,1357.4,442.0,954.135,v5p-8,10,10,147,954.1349108521222,964.9187695399203,973.3093863080246,2.1586762688962042,3
AF-A0A5J6L7Y3-F1,284,293,10,10,4,8800,7.014,0.26,1254.6,880.0,2126.865,v5p-8,10,10,293,2126.865161004693,2168.4908714462545,2201.653079798236,2.416892228414424,6
AF-A0A5J6U3H6-F1,73,49,10,10,4,1480,1.044,0.215,1418.2,148.0,258.56,v5p-8,10,10,49,258.5603917576367,264.7326841767538,280.5456178996685,1.7470296740380857,2
AF-A0A5K7TYB3-F1,104,89,10,10,4,2680,1.934,0.119,1385.9,268.0,488.197,v5p-8,10,10,89,488.19742256832615,500.65345530094385,514.7689530962315,1.821632173762411,4
AF-A0A5M6I3I5-F1,283,126,10,10,4,3790,2.804,0.188,1351.4,379.0,754.102,v5p-8,10,10,126,754.1017711984259,764.1662443627058,785.2194813508448,1.9897144358797518,6
AF-A0A5N7ZBK4-F1,116,92,10,10,4,2770,1.989,0.125,1392.8,277.0,501.398,v5p-8,10,10,92,501.39820540451456,519.0109459744888,535.6588886491625,1.8101018245650344,6
AF-A0A5P2ZSC1-F1,470,161,10,10,4,4840,3.682,0.252,1314.4,484.0,1136.239,v5p-8,10,10,161,1136.239479784963,1149.258233003083,1162.8265768118906,2.3476022309606672,1
AF-A0A5P8ZZS6-F1,441,338,10,10,4,10150,8.323,0.468,1219.5,1015.0,2731.848,v5p-8,10,10,338,2731.8475665542196,2756.090703022803,2789.6956300986963,2.6914754350287877,5
AF-A0A5Q2RI52-F1,201,133,10,10,4,4000,3.006,0.177,1330.8,400.0,869.975,v5p-8,10,10,133,869.9754921381319,883.3660783401692,904.0667363275065,2.17493873034533,2
AF-A0A5R2BRH8-F1,237,132,10,10,4,3970,3.023,0.18,1313.2,397.0,845.863,v5p-8,10,10,132,845.8629757141902,857.6532590728348,878.9506901386885,2.1306372184236526,0
AF-A0A5R9LT55-F1,271,251,10,10,4,7540,6.007,0.388,1255.2,754.0,1775.029,v5p-8,10,10,251,1775.0287034518524,1830.4850284049232,1854.3901394088316,2.3541494740740747,4
AF-A0A638TU55-F1,66,11,10,10,4,340,0.257,0.045,1324.3,34.0,44.993,v5p-8,10,10,11,44.99325420118112,51.458726976949734,59.38616677234529,1.3233310059170917,2
AF-A0A642BHS0-F1,154,106,10,10,4,3190,2.359,0.144,1352.2,319.0,596.348,v5p-8,10,10,106,596.3481459040336,608.0293350630029,621.7083271812712,1.869429924464055,3
AF-A0A642MEA9-F1,76,44,10,10,4,1330,0.954,0.073,1394.9,133.0,214.572,v5p-8,10,10,44,214.5716787807553,230.2325319290165,242.9807563668371,1.6133208930883856,7
AF-A0A645FWL8-F1,110,88,10,10,4,2650,1.969,0.122,1346.0,265.0,508.431,v5p-8,10,10,88,508.4305486766049,518.3905137171716,543.3359074517291,1.9186058440626599,8
AF-A0A645HR47-F1,105,67,10,10,4,2020,1.484,0.11,1360.7,202.0,394.117,v5p-8,10,10,67,394.11743223634255,401.7478797832034,409.24512186723814,1.9510763972096166,9
AF-A0A653Q0P5-F1,133,72,10,10,4,2170,1.595,0.12,1360.9,217.0,418.835,v5p-8,10,10,72,418.8354457180386,436.71010385425444,447.4002485561027,1.9301172613734499,5
AF-A0A653SGK4-F1,153,77,10,10,4,2320,1.718,0.13,1350.1,232.0,415.121,v5p-8,10,10,77,415.1209794041664,428.7534605551342,443.59537883397525,1.789314566397269,4
AF-A0A655FSR2-F1,189,141,10,10,4,4240,3.186,0.171,1331.0,424.0,923.006,v5p-8,10,10,141,923.0063647840079,933.2159253795038,955.437417258937,2.1769018037358676,8
AF-A0A655PXR3-F1,185,73,10,10,4,2200,1.643,0.288,1338.9,220.0,470.74,v5p-8,10,10,73,470.7402499524337,486.9152824391029,500.38047716738606,2.139728408874699,6
AF-A0A660LP82-F1,356,360,10,10,4,10810,11.585,0.343,933.1,1081.0,2681.686,v5p-8,10,10,360,2681.686383380167,2710.1651119856797,2731.9138210421092,2.4807459605736977,0
AF-A0A660N8R6-F1,47,34,10,10,4,1030,0.833,0.2,1236.2,103.0,131.603,v5p-8,10,10,34,131.60317760505518,138.1460953254138,145.3710449532026,1.2777007534471376,3
AF-A0A660PSD5-F1,300,268,10,10,4,8050,8.349,0.58,964.2,805.0,1922.866,v5p-8,10,10,268,1922.866112265636,1960.7146346011323,1985.2566496881539,2.3886535556094857,3
AF-A0A660S7Y7-F1,258,257,10,10,4,7720,7.684,0.268,1004.7,772.0,1833.192,v5p-8,10,10,257,1833.191651657553,1881.5106032692424,1914.1980700562672,2.374600585048644,0
AF-A0A660SF98-F1,126,114,10,10,4,3430,3.232,0.139,1061.2,343.0,659.344,v5p-8,10,10,114,659.3435279004902,684.9651374149737,706.1008369621784,1.922284337902304,2
AF-A0A661UZM7-F1,387,286,10,10,4,8590,8.493,0.793,1011.4,859.0,2202.13,v5p-8,10,10,286,2202.1298939966437,2216.598281207299,2240.9351408287657,2.563597082650342,3
AF-A0A661ZWL1-F1,215,214,10,10,4,6430,5.057,0.353,1271.4,643.0,1448.248,v5p-8,10,10,214,1448.2477478690955,1481.9468590289543,1507.4849470012255,2.252329312393617,3
AF-A0A662HBY0-F1,136,57,10,10,4,1720,1.258,0.115,1366.7,172.0,323.211,v5p-8,10,10,57,323.21140049185055,332.77304104808763,345.4766530475174,1.8791360493712241,1
AF-A0A662NVR0-F1,170,101,10,10,4,3040,2.292,0.146,1326.3,304.0,626.732,v5p-8,10,10,101,626.7322527095473,639.5477474641144,652.4811726266792,2.061619252334037,6
AF-A0A679NDL2-F1,418,346,10,10,4,10390,8.884,0.319,1169.6,1039.0,2729.394,v5p-8,10,10,346,2729.39363241656,2776.564528195972,2799.3811515837288,2.6269428608436574,2
AF-A0A6A0IGD3-F1,157,102,10,10,4,3070,2.427,0.143,1265.0,307.0,633.554,v5p-8,10,10,102,633.5537323634965,661.0293172152458,682.6373800260925,2.0636929392947767,5
AF-A0A6A6I0E5-F1,269,263,10,10,4,7900,6.34,0.246,1246.1,790.0,1936.901,v5p-8,10,10,263,1936.9007976361886,1958.8557855091658,1992.9567160668425,2.4517731615647955,7
AF-A0A6A7A5Q1-F1,202,30,10,10,4,910,0.696,0.124,1308.2,91.0,161.882,v5p-8,10,10,30,161.88246867959583,175.42292261940605,181.08196824308072,1.7789282272483058,3
AF-A0A6A7LUB1-F1,109,99,10,10,4,2980,2.21,0.125,1348.1,298.0,564.448,v5p-8,10,10,99,564.4482654107562,583.5739005653861,594.123212893933,1.894121696009249,4
AF-A0A6B0XNP3-F1,154,5,10,10,4,160,0.139,0.076,1151.3,16.0,24.233,v5p-8,10,10,5,24.233137355528015,27.283270452708074,30.858404904214694,1.514571084720501,1
AF-A0A6B0XZ11-F1,271,281,10,10,4,8440,6.766,0.392,1247.4,844.0,2107.861,v5p-8,10,10,281,2107.861172877645,2141.340213932769,2177.018604427257,2.4974658446417597,2
AF-A0A6B3SXZ7-F1,109,40,10,10,4,1210,0.888,0.082,1362.8,121.0,232.17,v5p-8,10,10,40,232.17040145636793,242.13155731643184,254.03745449023904,1.918763648399735,7
AF-A0A6C0BLD3-F1,99,81,10,10,4,2440,1.779,0.114,1371.6,244.0,442.679,v5p-8,10,10,81,442.6787165223444,448.7889917961412,458.7633995493884,1.814257034927641,3
AF-A0A6G0FM19-F1,116,84,10,10,4,2530,1.833,0.121,1380.3,253.0,571.641,v5p-8,10,10,84,571.64144658995,581.542239035335,598.6333044043433,2.2594523580630432,9
AF-A0A6G4A5E4-F1,149,122,10,10,4,3670,2.724,0.148,1347.1,367.0,823.87,v5p-8,10,10,122,823.8703536115488,832.6800033290104,841.0907558898167,2.244878347715392,7
AF-A0A6G6FPX2-F1,95,45,10,10,4,1360,0.982,0.079,1385.0,136.0,196.096,v5p-8,10,10,45,196.09642827137225,198.77090229957122,202.91326381598083,1.4418855019953842,3
AF-A0A6G6K1X9-F1,407,383,10,10,4,11500,14.963,0.33,768.5,1150.0,2995.987,v5p-8,10,10,383,2995.9867278729325,3048.780109860395,3080.994721623781,2.605205850324289,4
AF-A0A6H9FZ64-F1,60,43,10,10,4,1300,0.929,0.07,1399.5,130.0,213.266,v5p-8,10,10,43,213.26606004897997,219.42126384974807,235.87810855041994,1.6405081542229227,4
AF-A0A6H9HT88-F1,67,37,10,10,4,1120,0.797,0.211,1405.2,112.0,157.065,v5p-8,10,10,37,157.06523371639514,161.2904181835401,167.6612720311025,1.4023681581820995,5
AF-A0A6H9Y1S3-F1,88,82,10,10,4,2470,1.827,0.112,1352.3,247.0,466.246,v5p-8,10,10,82,466.24553684590217,470.39590632837263,476.7457148599739,1.8876337524125595,4
AF-A0A6H9YHJ7-F1,38,6,10,10,4,190,0.146,0.329,1303.6,19.0,23.129,v5p-8,10,10,6,23.129376073833555,28.296229163807585,31.163476129528135,1.217335582833345,4
AF-A0A6H9YKW8-F1,77,27,10,10,4,820,0.599,0.063,1368.4,82.0,123.071,v5p-8,10,10,27,123.07075438918685,131.00479779550056,143.4119029712831,1.5008628584047177,5
AF-A0A6I1G324-F1,103,40,10,10,4,1210,0.895,0.078,1351.4,121.0,232.594,v5p-8,10,10,40,232.59384167757594,241.26730600184425,252.2222545780312,1.9222631543601316,7
AF-A0A6I1G4N4-F1,124,53,10,10,4,1600,1.159,0.11,1380.2,160.0,303.737,v5p-8,10,10,53,303.73738071389516,314.9340691433203,326.2463274552456,1.8983586294618449,9
AF-A0A6I1GRW1-F1,63,59,10,10,4,1780,1.278,0.075,1393.1,178.0,283.971,v5p-8,10,10,59,283.97126931484524,294.4944581571341,307.7366000961764,1.595344209633962,6
AF-A0A6I1INM2-F1,139,62,10,10,4,1870,1.364,0.118,1370.8,187.0,390.006,v5p-8,10,10,62,390.0059398930907,403.7137452632714,416.6326375056275,2.085593261460378,5
AF-A0A6I1INP6-F1,140,90,10,10,4,2710,2.02,0.132,1341.8,271.0,565.143,v5p-8,10,10,90,565.1425842330993,583.6910603574868,603.0595556266753,2.0853969897900346,2
AF-A0A6I1IQA3-F1,132,41,10,10,4,1240,0.903,0.09,1373.6,124.0,179.117,v5p-8,10,10,41,179.11667807268248,184.9335767521626,197.37694480319578,1.4444893392958265,3
AF-A0A6I1IRV3-F1,149,129,10,10,4,3880,2.893,0.152,1341.1,388.0,818.797,v5p-8,10,10,129,818.7971585714445,841.8247629083346,860.8952318633784,2.1103019550810425,2
AF-A0A6I1JRS4-F1,406,300,10,10,4,9010,7.249,0.463,1242.8,901.0,2085.853,v5p-8,10,10,300,2085.853310080727,2115.2967083299786,2156.3365346664905,2.3150425195124607,6
AF-A0A6I1K9K6-F1,301,212,10,10,4,6370,4.922,0.229,1294.3,637.0,1481.517,v5p-8,10,10,212,1481.517325704634,1504.6481109768902,1530.5759816590835,2.325772881796914,5
AF-A0A6I1KAF9-F1,357,373,10,10,4,11200,9.188,0.313,1218.9,1120.0,2958.476,v5p-8,10,10,373,2958.476334045072,2996.5276342732022,3020.6368528738276,2.641496726825957,9
AF-A0A6I1KEK9-F1,66,22,10,10,4,670,0.475,0.06,1409.8,67.0,86.298,v5p-8,10,10,22,86.2975034949136,94.38582535543334,104.67596105300481,1.288022440222591,1
AF-A0A6I1MXW1-F1,199,58,10,10,4,1750,1.274,0.277,1374.1,175.0,338.903,v5p-8,10,10,58,338.9030847330997,352.0875299948583,361.69086182496926,1.9365890556177128,1
AF-A0A6I1NWL6-F1,302,217,10,10,4,6520,5.059,0.23,1288.8,652.0,1648.566,v5p-8,10,10,217,1648.566310516057,1661.9829916628637,1690.2405864396837,2.5284759363743206,5
AF-A0A6I1P1J9-F1,72,44,10,10,4,1330,0.951,0.072,1398.7,133.0,232.924,v5p-8,10,10,44,232.924310188831,248.37194921906956,260.4126619638864,1.7513106029235412,0
AF-A0A6I1P8W7-F1,77,8,10,10,4,250,0.186,0.044,1347.3,25.0,49.449,v5p-8,10,10,8,49.44850260094972,53.89470807417293,56.57856968361841,1.977940104037989,7
AF-A0A6I1PB34-F1,103,67,10,10,4,2020,1.457,0.11,1386.7,202.0,415.672,v5p-8,10,10,67,415.6717261670342,424.9475488054148,437.06857317609956,2.05778082260908,2
AF-A0A6I1ZQT1-F1,76,77,10,10,4,2320,1.658,0.088,1399.2,232.0,402.757,v5p-8,10,10,77,402.7568827954201,421.637362554208,438.17881625950326,1.7360210465319832,8
AF-A0A6I2A0L0-F1,304,281,10,10,4,8440,6.677,0.418,1264.1,844.0,1956.215,v5p-8,10,10,281,1956.2145460656945,1996.8288192681007,2034.3789217874014,2.3177897465233346,9
AF-A0A6I2IBC5-F1,151,118,10,10,4,3550,2.595,0.148,1367.9,355.0,725.255,v5p-8,10,10,118,725.2545257194963,743.7765846812069,756.626327173844,2.0429704949844965,1
AF-A0A6I2JAX9-F1,82,35,10,10,4,1060,0.754,0.07,1406.5,106.0,170.509,v5p-8,10,10,35,170.50940783373176,179.44744242448266,187.56016818556589,1.6085793191861486,8
AF-A0A6I2K0F2-F1,61,20,10,10,4,610,0.434,0.046,1404.4,61.0,78.57,v5p-8,10,10,20,78.56989454005384,82.88159797369843,87.243153479998,1.2880310580336696,7
AF-A0A6I2K569-F1,175,111,10,10,4,3340,2.441,0.151,1368.6,334.0,731.855,v5p-8,10,10,111,731.8549997867123,745.2373617258897,759.66255094082,2.1911826340919527,8
AF-A0A6I2TXB2-F1,64,10,10,10,4,310,0.227,0.043,1364.9,31.0,50.794,v5p-8,10,10,10,50.79361139982939,54.07654708623886,59.89814080297947,1.6385035935428836,7
AF-A0A6I3D325-F1,56,8,10,10,4,250,0.184,0.039,1360.7,25.0,32.518,v5p-8,10,10,8,32.51791165422037,36.53098305777488,39.29367575758283,1.3007164661688149,5
AF-A0A6I3EYB9-F1,105,75,10,10,4,2260,1.627,0.112,1389.4,226.0,450.794,v5p-8,10,10,75,450.7939768120059,459.75363492507006,477.6142143854863,1.9946636142124154,7
AF-A0A6I4PJN2-F1,145,101,10,10,4,3040,2.217,0.139,1371.3,304.0,634.715,v5p-8,10,10,101,634.715142920028,647.3276933671061,668.1300508818149,2.0878787596053554,9
AF-A0A6I4XPV9-F1,233,193,10,10,4,5800,4.443,0.204,1305.4,580.0,1320.764,v5p-8,10,10,193,1320.7641491590634,1356.0582031363833,1384.2100611129208,2.277179567515627,6
AF-A0A6I5NYW5-F1,116,27,10,10,4,820,0.596,0.077,1375.1,82.0,156.827,v5p-8,10,10,27,156.8268970068766,167.07079551798745,172.8331100778937,1.9125231342302025,1
AF-A0A6I6A4E7-F1,453,101,10,10,4,3040,2.266,0.382,1341.7,304.0,641.315,v5p-8,10,10,101,641.3151451963286,653.949854545701,661.430571258422,2.1095892934089755,3
AF-A0A6I7R623-F1,107,102,10,10,4,3070,2.245,0.128,1367.5,307.0,569.851,v5p-8,10,10,102,569.8512007075065,588.3912409148843,604.1916024419444,1.8561928361808027,9
AF-A0A6I9MS59-F1,79,33,10,10,4,1000,0.709,0.068,1410.3,100.0,183.028,v5p-8,10,10,33,183.02790098734238,195.85714362144805,204.19721129673985,1.8302790098734238,7
AF-A0A6J4R364-F1,284,281,10,10,4,8440,6.618,0.251,1275.3,844.0,1950.355,v5p-8,10,10,281,1950.3553557567168,1981.2292887421268,2052.5680514159867,2.3108475779108018,5
AF-A0A6J6JZN5-F1,312,339,10,10,4,10180,8.187,6.847,1243.4,1018.0,2507.446,v5p-8,10,10,339,2507.4463223786033,2557.688667258829,2620.5035663168364,2.4631103363247577,0
AF-A0A6L0ZP42-F1,445,477,10,10,4,14320,12.2,0.571,1173.8,1432.0,3745.672,v5p-8,10,10,477,3745.6719186627456,3797.020688402265,3851.3816644100934,2.615692680630409,6
AF-A0A6L3EMM9-F1,139,38,10,10,4,1150,0.827,0.09,1390.5,115.0,205.605,v5p-8,10,10,38,205.60495885404316,216.20498863963235,229.52814912316876,1.7878692074264624,4
AF-A0A6L6QI66-F1,214,172,10,10,4,5170,3.923,0.19,1317.8,517.0,1182.124,v5p-8,10,10,172,1182.124131387702,1206.3303780421074,1221.7102544919783,2.2865070239607386,3
AF-A0A6L6U4B3-F1,122,124,10,10,4,3730,2.737,0.142,1362.7,373.0,741.326,v5p-8,10,10,124,741.3256797112003,755.8505268800639,774.2981531530937,1.9874683102176953,9
AF-A0A6L7E6M5-F1,162,111,10,10,4,3340,2.422,0.147,1378.8,334.0,692.284,v5p-8,10,10,111,692.284228084329,710.8366609679563,727.3662356820346,2.07270726971356,9
AF-A0A6L7E8M8-F1,152,120,10,10,4,3610,2.639,0.313,1367.8,361.0,806.288,v5p-8,10,10,120,806.2877902334114,832.890798820324,854.7763562219869,2.233484183472054,1
AF-A0A6L7EE48-F1,155,124,10,10,4,3730,2.722,0.151,1370.5,373.0,797.391,v5p-8,10,10,124,797.3906193767614,808.728031950303,825.4060797152199,2.1377764594551243,7
AF-A0A6L7EG62-F1,133,50,10,10,4,1510,1.097,0.112,1376.9,151.0,294.035,v5p-8,10,10,50,294.03494759468003,312.2276371071831,330.42730703735253,1.94725130857404,2
AF-A0A6L7NKJ9-F1,173,85,10,10,4,2560,1.842,0.139,1390.0,256.0,543.518,v5p-8,10,10,85,543.5179342641036,556.4339893805902,573.3429815173156,2.1231169307191546,4
AF-A0A6L7PB90-F1,59,18,10,10,4,550,0.389,0.045,1413.0,55.0,66.131,v5p-8,10,10,18,66.13144402418402,69.003503458311,72.53104774925669,1.2023898913488005,3
AF-A0A6L7PYC7-F1,110,54,10,10,4,1630,1.16,0.086,1405.5,163.0,281.781,v5p-8,10,10,54,281.78072565370303,291.637076043939,299.0020758812425,1.7287161083049265,9
AF-A0A6L7QH69-F1,107,76,10,10,4,2290,1.647,0.115,1390.8,229.0,419.914,v5p-8,10,10,76,419.91379342178004,437.9733186039654,454.55654585417824,1.833684687431354,0
AF-A0A6L7U6S5-F1,91,36,10,10,4,1090,0.777,0.075,1402.7,109.0,178.915,v5p-8,10,10,36,178.91513492999457,187.14744181772159,196.8594362570061,1.6414232562384823,8
AF-A0A6L7X515-F1,252,242,10,10,4,7270,5.636,0.232,1289.8,727.0,1656.872,v5p-8,10,10,242,1656.872226065787,1682.3395824846798,1710.8796097986651,2.2790539560739846,2
AF-A0A6L7X524-F1,175,150,10,10,4,4510,3.386,0.353,1332.1,451.0,1039.822,v5p-8,10,10,150,1039.8216480859205,1055.147450839508,1064.1225583242974,2.3055912374410656,1
AF-A0A6L8ABV8-F1,395,364,10,10,4,10930,8.933,0.319,1223.5,1093.0,2631.891,v5p-8,10,10,364,2631.890838684199,2650.9850863288907,2671.5523487004803,2.4079513620166506,4
AF-A0A6L8B9X4-F1,126,55,10,10,4,1660,1.19,0.113,1394.6,166.0,331.017,v5p-8,10,10,55,331.017354879673,341.4175646179711,352.6984843405452,1.9940804510823675,3
AF-A0A6L8CU13-F1,390,420,10,10,4,12610,10.511,0.341,1199.6,1261.0,3198.562,v5p-8,10,10,420,3198.5616998822093,3251.074262219733,3301.8488916978013,2.536527914260277,8
AF-A0A6L8DUC0-F1,147,43,10,10,4,1300,0.939,0.285,1384.0,130.0,246.653,v5p-8,10,10,43,246.65333869635992,260.31096331067545,266.37077143412034,1.897333374587384,9
AF-A0A6L8E3V6-F1,127,100,10,10,4,3010,2.211,0.131,1361.1,301.0,616.031,v5p-8,10,10,100,616.0314488149918,630.98146851128,652.7268632306084,2.046616109019906,0
