case,worker,length,condition,generated,refolded,quality_pass,sequences_saved,complete
c012364-l488-1.x.x.x,21,488,1.x.x.x,208,208,114,208,1
c012068-l485-3.x.x.x,21,485,3.x.x.x,208,208,82,208,1
c002147-l297-1.x.x.x,21,297,1.x.x.x,544,544,407,544,1
c010494-l471-unconditional,21,471,unconditional,224,224,134,224,1
c006470-l419-1.x.x.x,21,419,1.x.x.x,288,288,187,288,1
c007884-l440-3.x.x.x,21,440,3.x.x.x,256,256,114,256,1
c008595-l450-unconditional,21,450,unconditional,240,240,146,240,1
c007120-l430-unconditional,22,430,unconditional,272,272,141,272,1
c000329-l142-1.x.x.x,22,142,1.x.x.x,1312,1312,1109,1312,1
c011823-l483-3.x.x.x,22,483,3.x.x.x,208,208,102,208,1
c010819-l474-1.x.x.x,22,474,1.x.x.x,224,224,139,224,1
c011630-l481-3.x.x.x,22,481,3.x.x.x,208,208,92,208,1
c009209-l457-1.x.x.x,22,457,1.x.x.x,240,240,135,240,1
c013707-l499-1.x.x.x,22,499,1.x.x.x,192,192,115,192,1
c008510-l449-unconditional,22,449,unconditional,240,240,144,240,1
c013221-l495-2.x.x.x,22,495,2.x.x.x,208,208,61,208,1
c006755-l424-unconditional,22,424,unconditional,272,272,161,272,1
c002452-l310-unconditional,22,310,unconditional,496,496,323,496,1
c002396-l307-3.x.x.x,22,307,3.x.x.x,512,512,298,512,1
c000718-l197-3.x.x.x,22,197,3.x.x.x,1088,1088,727,1088,1
c012903-l492-3.x.x.x,22,492,3.x.x.x,208,208,92,208,1
c008953-l454-1.x.x.x,22,454,1.x.x.x,240,240,143,240,1
c006471-l419-1.x.x.x,22,419,1.x.x.x,288,288,181,288,1
c004216-l367-2.x.x.x,22,367,2.x.x.x,80,80,45,80,1
c005059-l389-1.x.x.x,22,389,1.x.x.x,320,320,219,320,1
c012198-l486-3.x.x.x,23,486,3.x.x.x,208,208,96,208,1
c012904-l492-3.x.x.x,23,492,3.x.x.x,208,208,113,208,1
c002397-l307-3.x.x.x,23,307,3.x.x.x,512,512,286,512,1
c008954-l454-1.x.x.x,23,454,1.x.x.x,240,240,147,240,1
c004438-l373-2.x.x.x,23,373,2.x.x.x,128,128,79,128,1
c003737-l354-1.x.x.x,23,354,1.x.x.x,384,384,271,384,1
c006472-l419-1.x.x.x,23,419,1.x.x.x,288,288,194,288,1
c013222-l495-2.x.x.x,23,495,2.x.x.x,208,208,66,208,1
c007344-l433-1.x.x.x,23,433,1.x.x.x,256,256,153,256,1
c007121-l430-unconditional,23,430,unconditional,272,272,158,272,1
c010820-l474-1.x.x.x,23,474,1.x.x.x,224,224,134,224,1
c002450-l310-unconditional,23,310,unconditional,496,496,341,496,1
c011921-l484-1.x.x.x,23,484,1.x.x.x,144,144,87,144,1
c009210-l457-1.x.x.x,23,457,1.x.x.x,240,240,144,240,1
c006745-l424-unconditional,23,424,unconditional,272,272,156,272,1
c011545-l481-1.x.x.x,23,481,1.x.x.x,208,208,133,208,1
c011191-l478-unconditional,23,478,unconditional,208,208,114,208,1
c007440-l434-3.x.x.x,23,434,3.x.x.x,256,256,130,256,1
c007122-l430-unconditional,24,430,unconditional,272,272,165,272,1
c012388-l488-2.x.x.x,24,488,2.x.x.x,208,208,72,208,1
c005206-l393-unconditional,24,393,unconditional,320,320,195,320,1
c002533-l313-1.x.x.x,24,313,1.x.x.x,496,496,374,496,1
c010042-l466-2.x.x.x,24,466,2.x.x.x,224,224,77,224,1
c004812-l383-1.x.x.x,24,383,1.x.x.x,336,336,246,336,1
c013223-l495-2.x.x.x,24,495,2.x.x.x,208,208,70,208,1
c007622-l437-1.x.x.x,24,437,1.x.x.x,256,256,152,256,1
c001718-l276-unconditional,24,276,unconditional,608,608,441,608,1
c011666-l482-1.x.x.x,24,482,1.x.x.x,208,208,115,208,1
c007497-l435-1.x.x.x,24,435,1.x.x.x,256,256,149,256,1
c004103-l364-2.x.x.x,24,364,2.x.x.x,368,368,180,368,1
c006473-l419-1.x.x.x,24,419,1.x.x.x,288,288,176,288,1
c001925-l286-3.x.x.x,24,286,3.x.x.x,528,528,310,528,1
c003349-l342-1.x.x.x,24,342,1.x.x.x,416,416,327,416,1
c013540-l498-unconditional,24,498,unconditional,192,192,99,192,1
c011714-l482-3.x.x.x,24,482,3.x.x.x,208,208,83,208,1
c000854-l214-unconditional,24,214,unconditional,112,112,74,112,1
c000361-l149-1.x.x.x,25,149,1.x.x.x,1376,1376,1151,1376,1
c004813-l383-1.x.x.x,25,383,1.x.x.x,336,336,215,336,1
c011667-l482-1.x.x.x,25,482,1.x.x.x,208,208,117,208,1
c006474-l419-1.x.x.x,25,419,1.x.x.x,288,288,181,288,1
c007498-l435-1.x.x.x,25,435,1.x.x.x,256,256,169,256,1
c007623-l437-1.x.x.x,25,437,1.x.x.x,256,256,168,256,1
c003350-l342-1.x.x.x,25,342,1.x.x.x,416,416,285,416,1
c013224-l495-2.x.x.x,25,495,2.x.x.x,208,208,73,208,1
c013541-l498-unconditional,25,498,unconditional,192,192,104,192,1
c001719-l276-unconditional,25,276,unconditional,608,608,417,608,1
c010043-l466-2.x.x.x,25,466,2.x.x.x,224,224,69,224,1
c002534-l313-1.x.x.x,25,313,1.x.x.x,496,496,363,496,1
c011715-l482-3.x.x.x,25,482,3.x.x.x,208,208,86,208,1
c012389-l488-2.x.x.x,25,488,2.x.x.x,208,208,65,208,1
c003484-l346-1.x.x.x,25,346,1.x.x.x,48,48,35,48,1
c004104-l364-2.x.x.x,25,364,2.x.x.x,368,368,225,368,1
c005207-l393-unconditional,25,393,unconditional,320,320,201,320,1
c007123-l430-unconditional,25,430,unconditional,272,272,168,272,1
c010011-l466-1.x.x.x,26,466,1.x.x.x,224,224,133,224,1
c008775-l452-1.x.x.x,26,452,1.x.x.x,240,240,149,240,1
c007124-l430-unconditional,26,430,unconditional,272,272,160,272,1
c013225-l495-2.x.x.x,26,495,2.x.x.x,208,208,67,208,1
c004814-l383-1.x.x.x,26,383,1.x.x.x,336,336,228,336,1
c006672-l422-3.x.x.x,26,422,3.x.x.x,272,272,135,272,1
c004768-l382-unconditional,26,382,unconditional,288,288,175,288,1
c011645-l482-unconditional,26,482,unconditional,208,208,109,208,1
c012370-l488-1.x.x.x,26,488,1.x.x.x,208,208,127,208,1
c001223-l245-2.x.x.x,26,245,2.x.x.x,144,144,40,144,1
c003351-l342-1.x.x.x,26,342,1.x.x.x,416,416,303,416,1
c006475-l419-1.x.x.x,26,419,1.x.x.x,288,288,191,288,1
c005684-l404-unconditional,26,404,unconditional,304,304,170,304,1
c013607-l498-2.x.x.x,26,498,2.x.x.x,192,192,69,192,1
c002482-l311-1.x.x.x,26,311,1.x.x.x,496,496,360,496,1
c007316-l432-3.x.x.x,26,432,3.x.x.x,256,256,132,256,1
c000612-l184-2.x.x.x,26,184,2.x.x.x,1184,1184,494,1184,1
c002535-l313-1.x.x.x,26,313,1.x.x.x,496,496,373,496,1
c004991-l387-3.x.x.x,27,387,3.x.x.x,144,144,66,144,1
c003352-l342-1.x.x.x,27,342,1.x.x.x,416,416,321,416,1
c006476-l419-1.x.x.x,27,419,1.x.x.x,288,288,177,288,1
c002295-l303-2.x.x.x,27,303,2.x.x.x,528,528,352,528,1
c007125-l430-unconditional,27,430,unconditional,272,272,147,272,1
c009656-l462-1.x.x.x,27,462,1.x.x.x,224,224,133,224,1
c002536-l313-1.x.x.x,27,313,1.x.x.x,496,496,376,496,1
c007782-l439-1.x.x.x,27,439,1.x.x.x,256,256,159,256,1
c004681-l380-unconditional,27,380,unconditional,336,336,209,336,1
c007322-l433-unconditional,27,433,unconditional,256,256,149,256,1
c011242-l478-1.x.x.x,27,478,1.x.x.x,208,208,126,208,1
c004484-l374-3.x.x.x,27,374,3.x.x.x,208,208,116,208,1
c012100-l486-unconditional,27,486,unconditional,208,208,118,208,1
c013226-l495-2.x.x.x,27,495,2.x.x.x,208,208,63,208,1
c012660-l490-3.x.x.x,27,490,3.x.x.x,208,208,90,208,1
c006793-l424-3.x.x.x,27,424,3.x.x.x,272,272,128,272,1
c008564-l449-3.x.x.x,27,449,3.x.x.x,240,240,110,240,1
c004815-l383-1.x.x.x,27,383,1.x.x.x,336,336,240,336,1
c006643-l422-1.x.x.x,28,422,1.x.x.x,272,272,176,272,1
c007126-l430-unconditional,28,430,unconditional,272,272,163,272,1
c002933-l328-unconditional,28,328,unconditional,448,448,293,448,1
c013227-l495-2.x.x.x,28,495,2.x.x.x,208,208,73,208,1
c001808-l281-unconditional,28,281,unconditional,592,592,429,592,1
c004100-l364-1.x.x.x,28,364,1.x.x.x,96,96,69,96,1
c008326-l446-3.x.x.x,28,446,3.x.x.x,240,240,115,240,1
c006477-l419-1.x.x.x,28,419,1.x.x.x,288,288,191,288,1
c012669-l490-3.x.x.x,28,490,3.x.x.x,208,208,88,208,1
c005125-l391-unconditional,28,391,unconditional,320,320,201,320,1
c011178-l477-3.x.x.x,28,477,3.x.x.x,208,208,93,208,1
c003353-l342-1.x.x.x,28,342,1.x.x.x,416,416,308,416,1
c004700-l380-1.x.x.x,28,380,1.x.x.x,336,336,224,336,1
c005535-l400-3.x.x.x,28,400,3.x.x.x,304,304,157,304,1
c013034-l494-unconditional,28,494,unconditional,208,208,114,208,1
c006959-l427-1.x.x.x,28,427,1.x.x.x,272,272,199,272,1
c000317-l139-1.x.x.x,28,139,1.x.x.x,1280,1280,1088,1280,1
c008353-l447-unconditional,28,447,unconditional,240,240,143,240,1
c006644-l422-1.x.x.x,29,422,1.x.x.x,272,272,179,272,1
c011179-l477-3.x.x.x,29,477,3.x.x.x,208,208,98,208,1
c008354-l447-unconditional,29,447,unconditional,240,240,133,240,1
c013228-l495-2.x.x.x,29,495,2.x.x.x,208,208,71,208,1
c008327-l446-3.x.x.x,29,446,3.x.x.x,240,240,107,240,1
c007127-l430-unconditional,29,430,unconditional,272,272,175,272,1
c005126-l391-unconditional,29,391,unconditional,320,320,201,320,1
c002934-l328-unconditional,29,328,unconditional,448,448,296,448,1
c003354-l342-1.x.x.x,29,342,1.x.x.x,416,416,291,416,1
c005536-l400-3.x.x.x,29,400,3.x.x.x,304,304,160,304,1
c006478-l419-1.x.x.x,29,419,1.x.x.x,288,288,184,288,1
c013035-l494-unconditional,29,494,unconditional,208,208,122,208,1
c006960-l427-1.x.x.x,29,427,1.x.x.x,272,272,183,272,1
c001809-l281-unconditional,29,281,unconditional,592,592,413,592,1
c012670-l490-3.x.x.x,29,490,3.x.x.x,208,208,108,208,1
c001253-l247-2.x.x.x,29,247,2.x.x.x,192,192,50,192,1
c004701-l380-1.x.x.x,29,380,1.x.x.x,336,336,244,336,1
c002100-l295-unconditional,29,295,unconditional,432,432,302,432,1
c007652-l437-3.x.x.x,30,437,3.x.x.x,256,256,112,256,1
c006479-l419-1.x.x.x,30,419,1.x.x.x,288,288,188,288,1
c007128-l430-unconditional,30,430,unconditional,272,272,161,272,1
c001810-l281-unconditional,30,281,unconditional,592,592,401,592,1
c003355-l342-1.x.x.x,30,342,1.x.x.x,416,416,296,416,1
c008340-l447-unconditional,30,447,unconditional,240,240,150,240,1
c006654-l422-1.x.x.x,30,422,1.x.x.x,272,272,166,272,1
c007636-l437-1.x.x.x,30,437,1.x.x.x,256,256,158,256,1
c006961-l427-1.x.x.x,30,427,1.x.x.x,272,272,175,272,1
c013229-l495-2.x.x.x,30,495,2.x.x.x,208,208,63,208,1
c000753-l202-unconditional,30,202,unconditional,784,784,583,784,1
c012671-l490-3.x.x.x,30,490,3.x.x.x,208,208,88,208,1
c011181-l477-3.x.x.x,30,477,3.x.x.x,208,208,84,208,1
c001792-l280-unconditional,30,280,unconditional,576,576,393,576,1
c002628-l316-3.x.x.x,30,316,3.x.x.x,144,144,76,144,1
c010054-l466-3.x.x.x,30,466,3.x.x.x,224,224,89,224,1
c013036-l494-unconditional,30,494,unconditional,208,208,116,208,1
c002935-l328-unconditional,30,328,unconditional,448,448,292,448,1
c007129-l430-unconditional,31,430,unconditional,272,272,144,272,1
c013037-l494-unconditional,31,494,unconditional,208,208,96,208,1
c002475-l311-unconditional,31,311,unconditional,496,496,341,496,1
c004703-l380-2.x.x.x,31,380,2.x.x.x,336,336,162,336,1
c002944-l328-1.x.x.x,31,328,1.x.x.x,384,384,303,384,1
c005258-l394-1.x.x.x,31,394,1.x.x.x,320,320,219,320,1
c002940-l328-1.x.x.x,31,328,1.x.x.x,448,448,326,448,1
c006489-l419-3.x.x.x,31,419,3.x.x.x,272,272,130,272,1
c013597-l498-2.x.x.x,31,498,2.x.x.x,192,192,50,192,1
c002913-l327-1.x.x.x,31,327,1.x.x.x,448,448,348,448,1
c006028-l411-unconditional,31,411,unconditional,288,288,178,288,1
c005025-l388-3.x.x.x,31,388,3.x.x.x,320,320,153,320,1
c001032-l230-2.x.x.x,31,230,2.x.x.x,800,800,243,800,1
c003356-l342-1.x.x.x,31,342,1.x.x.x,416,416,316,416,1
c000573-l179-2.x.x.x,31,179,2.x.x.x,224,224,103,224,1
c006480-l419-1.x.x.x,31,419,1.x.x.x,288,288,178,288,1
c012404-l488-3.x.x.x,31,488,3.x.x.x,208,208,87,208,1
c013230-l495-2.x.x.x,31,495,2.x.x.x,208,208,84,208,1
c000772-l204-2.x.x.x,32,204,2.x.x.x,1056,1056,381,1056,1
c002279-l302-3.x.x.x,32,302,3.x.x.x,528,528,300,528,1
c006628-l422-unconditional,32,422,unconditional,272,272,168,272,1
c006044-l411-1.x.x.x,32,411,1.x.x.x,288,288,181,288,1
c001132-l239-unconditional,32,239,unconditional,784,784,548,784,1
c013534-l498-unconditional,32,498,unconditional,192,192,99,192,1
c007056-l429-unconditional,32,429,unconditional,272,272,154,272,1
c007267-l432-unconditional,32,432,unconditional,256,256,151,256,1
c007898-l441-unconditional,32,441,unconditional,256,256,151,256,1
c008890-l453-3.x.x.x,32,453,3.x.x.x,240,240,116,240,1
c012448-l489-unconditional,32,489,unconditional,208,208,110,208,1
c008365-l447-1.x.x.x,32,447,1.x.x.x,240,240,147,240,1
c000300-l135-unconditional,32,135,unconditional,1536,1536,1246,1536,1
c006327-l416-3.x.x.x,32,416,3.x.x.x,288,288,149,288,1
c010228-l468-1.x.x.x,32,468,1.x.x.x,224,224,127,224,1
c001734-l277-unconditional,32,277,unconditional,608,608,436,608,1
c013269-l495-3.x.x.x,32,495,3.x.x.x,208,208,91,208,1
c003255-l339-unconditional,32,339,unconditional,48,48,34,48,1
c011839-l483-3.x.x.x,33,483,3.x.x.x,208,208,92,208,1
c007977-l442-1.x.x.x,33,442,1.x.x.x,256,256,156,256,1
c002872-l326-unconditional,33,326,unconditional,448,448,310,448,1
c010110-l467-1.x.x.x,33,467,1.x.x.x,224,224,136,224,1
c005022-l388-2.x.x.x,33,388,2.x.x.x,320,320,158,320,1
c012911-l492-3.x.x.x,33,492,3.x.x.x,208,208,94,208,1
c001130-l239-unconditional,33,239,unconditional,784,784,549,784,1
c011560-l481-1.x.x.x,33,481,1.x.x.x,208,208,123,208,1
c004677-l379-3.x.x.x,33,379,3.x.x.x,336,336,169,336,1
c000852-l214-unconditional,33,214,unconditional,960,960,680,960,1
c003814-l356-1.x.x.x,33,356,1.x.x.x,256,256,176,256,1
c010823-l474-1.x.x.x,33,474,1.x.x.x,224,224,137,224,1
c005257-l394-unconditional,33,394,unconditional,304,304,179,304,1
c003519-l347-2.x.x.x,33,347,2.x.x.x,400,400,244,400,1
c007867-l440-3.x.x.x,33,440,3.x.x.x,256,256,114,256,1
c010938-l475-2.x.x.x,33,475,2.x.x.x,224,224,70,224,1
c002663-l318-unconditional,33,318,unconditional,176,176,115,176,1
c002355-l306-unconditional,33,306,unconditional,512,512,355,512,1
c000116-l89-unconditional,34,89,unconditional,1280,1280,1025,1280,1
c007868-l440-3.x.x.x,34,440,3.x.x.x,256,256,121,256,1
c002873-l326-unconditional,34,326,unconditional,448,448,301,448,1
c000853-l214-unconditional,34,214,unconditional,960,960,700,960,1
c002356-l306-unconditional,34,306,unconditional,512,512,363,512,1
c010939-l475-2.x.x.x,34,475,2.x.x.x,224,224,71,224,1
c011492-l480-3.x.x.x,34,480,3.x.x.x,208,208,99,208,1
c011354-l479-1.x.x.x,34,479,1.x.x.x,208,208,127,208,1
c000246-l121-2.x.x.x,34,121,2.x.x.x,992,992,611,992,1
c005070-l389-3.x.x.x,34,389,3.x.x.x,320,320,170,320,1
c010200-l468-1.x.x.x,34,468,1.x.x.x,224,224,128,224,1
c003520-l347-2.x.x.x,34,347,2.x.x.x,400,400,224,400,1
c005458-l399-unconditional,34,399,unconditional,304,304,178,304,1
c007978-l442-1.x.x.x,34,442,1.x.x.x,256,256,155,256,1
c012912-l492-3.x.x.x,34,492,3.x.x.x,208,208,87,208,1
c007548-l436-unconditional,34,436,unconditional,16,16,12,16,1
c001131-l239-unconditional,34,239,unconditional,784,784,553,784,1
c005979-l410-unconditional,34,410,unconditional,288,288,186,288,1
c010824-l474-1.x.x.x,34,474,1.x.x.x,224,224,125,224,1
c002603-l316-unconditional,35,316,unconditional,480,480,320,480,1
c004083-l364-unconditional,35,364,unconditional,368,368,246,368,1
c004614-l378-1.x.x.x,35,378,1.x.x.x,336,336,235,336,1
c001861-l283-3.x.x.x,35,283,3.x.x.x,592,592,366,592,1
c002025-l291-3.x.x.x,35,291,3.x.x.x,560,560,318,560,1
c006638-l422-unconditional,35,422,unconditional,272,272,153,272,1
c005867-l407-3.x.x.x,35,407,3.x.x.x,304,304,145,304,1
c012436-l488-3.x.x.x,35,488,3.x.x.x,208,208,82,208,1
c003988-l361-1.x.x.x,35,361,1.x.x.x,368,368,248,368,1
c001851-l283-unconditional,35,283,unconditional,96,96,69,96,1
c007255-l432-unconditional,35,432,unconditional,256,256,149,256,1
c008040-l443-unconditional,35,443,unconditional,256,256,148,256,1
c005809-l406-3.x.x.x,35,406,3.x.x.x,304,304,156,304,1
c000752-l202-unconditional,35,202,unconditional,1072,1072,774,1072,1
c000401-l156-2.x.x.x,35,156,2.x.x.x,1248,1248,618,1248,1
c013631-l498-3.x.x.x,35,498,3.x.x.x,192,192,79,192,1
c006517-l420-unconditional,35,420,unconditional,272,272,161,272,1
c012868-l492-2.x.x.x,35,492,2.x.x.x,208,208,75,208,1
c005862-l407-3.x.x.x,36,407,3.x.x.x,304,304,154,304,1
c002929-l328-unconditional,36,328,unconditional,448,448,301,448,1
c011881-l484-unconditional,36,484,unconditional,160,160,88,160,1
c011704-l482-2.x.x.x,36,482,2.x.x.x,208,208,76,208,1
c001914-l286-1.x.x.x,36,286,1.x.x.x,576,576,438,576,1
c006642-l422-1.x.x.x,36,422,1.x.x.x,272,272,171,272,1
c006225-l414-3.x.x.x,36,414,3.x.x.x,288,288,144,288,1
c004699-l380-1.x.x.x,36,380,1.x.x.x,336,336,218,336,1
c000895-l218-unconditional,36,218,unconditional,272,272,225,272,1
c013674-l499-unconditional,36,499,unconditional,192,192,100,192,1
c003579-l349-1.x.x.x,36,349,1.x.x.x,400,400,300,400,1
c004611-l378-unconditional,36,378,unconditional,336,336,210,336,1
c005124-l391-unconditional,36,391,unconditional,320,320,195,320,1
c002117-l296-unconditional,36,296,unconditional,560,560,390,560,1
c003600-l350-unconditional,36,350,unconditional,400,400,257,400,1
c000891-l217-3.x.x.x,36,217,3.x.x.x,928,928,574,928,1
c009708-l463-unconditional,36,463,unconditional,224,224,135,224,1
c006954-l427-1.x.x.x,36,427,1.x.x.x,272,272,170,272,1
c007877-l440-3.x.x.x,37,440,3.x.x.x,256,256,125,256,1
c001416-l258-2.x.x.x,37,258,2.x.x.x,688,688,457,688,1
c004044-l363-unconditional,37,363,unconditional,368,368,238,368,1
c006648-l422-1.x.x.x,37,422,1.x.x.x,272,272,182,272,1
c002374-l306-3.x.x.x,37,306,3.x.x.x,512,512,279,512,1
c000383-l153-2.x.x.x,37,153,2.x.x.x,1248,1248,647,1248,1
c005540-l400-3.x.x.x,37,400,3.x.x.x,304,304,153,304,1
c003575-l349-1.x.x.x,37,349,1.x.x.x,400,400,282,400,1
c003601-l350-unconditional,37,350,unconditional,400,400,266,400,1
c005863-l407-3.x.x.x,37,407,3.x.x.x,304,304,145,304,1
c006490-l419-3.x.x.x,37,419,3.x.x.x,272,272,131,272,1
c013605-l498-2.x.x.x,37,498,2.x.x.x,192,192,59,192,1
c003713-l353-2.x.x.x,37,353,2.x.x.x,384,384,217,384,1
c002789-l322-3.x.x.x,37,322,3.x.x.x,464,464,265,464,1
c002118-l296-unconditional,37,296,unconditional,560,560,384,560,1
c005130-l391-unconditional,37,391,unconditional,320,320,188,320,1
c001209-l244-2.x.x.x,37,244,2.x.x.x,144,144,55,144,1
c011696-l482-2.x.x.x,37,482,2.x.x.x,208,208,73,208,1
c007872-l440-3.x.x.x,38,440,3.x.x.x,256,256,120,256,1
c003602-l350-unconditional,38,350,unconditional,400,400,262,400,1
c002583-l315-1.x.x.x,38,315,1.x.x.x,480,480,367,480,1
c001344-l253-3.x.x.x,38,253,3.x.x.x,704,704,440,704,1
c012591-l490-1.x.x.x,38,490,1.x.x.x,208,208,126,208,1
c003576-l349-1.x.x.x,38,349,1.x.x.x,400,400,287,400,1
c003653-l351-3.x.x.x,38,351,3.x.x.x,384,384,201,384,1
c005864-l407-3.x.x.x,38,407,3.x.x.x,304,304,152,304,1
c000217-l114-1.x.x.x,38,114,1.x.x.x,1088,1088,927,1088,1
c009505-l460-3.x.x.x,38,460,3.x.x.x,224,224,108,224,1
c010513-l471-1.x.x.x,38,471,1.x.x.x,224,224,135,224,1
c011983-l485-unconditional,38,485,unconditional,208,208,106,208,1
c001417-l258-2.x.x.x,38,258,2.x.x.x,688,688,478,688,1
c011513-l480-3.x.x.x,38,480,3.x.x.x,208,208,89,208,1
c009822-l464-1.x.x.x,38,464,1.x.x.x,224,224,137,224,1
c000593-l182-unconditional,38,182,unconditional,576,576,448,576,1
c006756-l424-unconditional,38,424,unconditional,272,272,162,272,1
c003921-l359-2.x.x.x,38,359,2.x.x.x,32,32,19,32,1
c002119-l296-unconditional,38,296,unconditional,560,560,385,560,1
c000129-l92-1.x.x.x,39,92,1.x.x.x,1088,1088,932,1088,1
c004636-l378-3.x.x.x,39,378,3.x.x.x,336,336,190,336,1
c005865-l407-3.x.x.x,39,407,3.x.x.x,304,304,152,304,1
c011212-l478-1.x.x.x,39,478,1.x.x.x,208,208,130,208,1
c004113-l364-3.x.x.x,39,364,3.x.x.x,368,368,197,368,1
c004413-l373-unconditional,39,373,unconditional,352,352,216,352,1
c008033-l443-unconditional,39,443,unconditional,256,256,144,256,1
c003146-l335-2.x.x.x,39,335,2.x.x.x,432,432,262,432,1
c008811-l452-3.x.x.x,39,452,3.x.x.x,240,240,113,240,1
c010264-l468-3.x.x.x,39,468,3.x.x.x,224,224,92,224,1
c010550-l471-3.x.x.x,39,471,3.x.x.x,224,224,92,224,1
c006178-l414-unconditional,39,414,unconditional,288,288,157,288,1
c011758-l483-unconditional,39,483,unconditional,208,208,109,208,1
c009217-l457-2.x.x.x,39,457,2.x.x.x,240,240,86,240,1
c005446-l398-2.x.x.x,39,398,2.x.x.x,192,192,96,192,1
c009991-l466-unconditional,39,466,unconditional,224,224,132,224,1
c002120-l296-unconditional,39,296,unconditional,560,560,392,560,1
c007245-l431-3.x.x.x,39,431,3.x.x.x,256,256,113,256,1
c008640-l450-3.x.x.x,40,450,3.x.x.x,240,240,113,240,1
c004388-l372-1.x.x.x,40,372,1.x.x.x,352,352,230,352,1
c002121-l296-unconditional,40,296,unconditional,560,560,373,560,1
c009218-l457-2.x.x.x,40,457,2.x.x.x,240,240,94,240,1
c000599-l182-3.x.x.x,40,182,3.x.x.x,384,384,249,384,1
c000548-l176-2.x.x.x,40,176,2.x.x.x,1248,1248,509,1248,1
c008789-l452-1.x.x.x,40,452,1.x.x.x,176,176,103,176,1
c004371-l371-3.x.x.x,40,371,3.x.x.x,352,352,184,352,1
c011794-l483-1.x.x.x,40,483,1.x.x.x,208,208,114,208,1
c003147-l335-2.x.x.x,40,335,2.x.x.x,432,432,260,432,1
c005596-l402-unconditional,40,402,unconditional,304,304,195,304,1
c003995-l361-3.x.x.x,40,361,3.x.x.x,368,368,208,368,1
c008034-l443-unconditional,40,443,unconditional,256,256,163,256,1
c007853-l440-1.x.x.x,40,440,1.x.x.x,256,256,160,256,1
c013879-l500-3.x.x.x,40,500,3.x.x.x,192,192,88,192,1
c004592-l377-3.x.x.x,40,377,3.x.x.x,336,336,171,336,1
c008219-l445-1.x.x.x,40,445,1.x.x.x,240,240,141,240,1
c005866-l407-3.x.x.x,40,407,3.x.x.x,304,304,166,304,1
c008322-l446-3.x.x.x,41,446,3.x.x.x,240,240,112,240,1
c011166-l477-3.x.x.x,41,477,3.x.x.x,208,208,91,208,1
c001000-l227-3.x.x.x,41,227,3.x.x.x,864,864,520,864,1
c004041-l363-unconditional,41,363,unconditional,368,368,236,368,1
c001918-l286-2.x.x.x,41,286,2.x.x.x,576,576,387,576,1
c005118-l391-unconditional,41,391,unconditional,320,320,188,320,1
c007874-l440-3.x.x.x,41,440,3.x.x.x,256,256,113,256,1
c001269-l248-3.x.x.x,41,248,3.x.x.x,736,736,420,736,1
c003957-l360-2.x.x.x,41,360,2.x.x.x,96,96,50,96,1
c008349-l447-unconditional,41,447,unconditional,240,240,145,240,1
c009169-l457-unconditional,41,457,unconditional,240,240,131,240,1
c004244-l368-1.x.x.x,41,368,1.x.x.x,352,352,238,352,1
c009196-l457-1.x.x.x,41,457,1.x.x.x,240,240,160,240,1
c000815-l209-3.x.x.x,41,209,3.x.x.x,784,784,489,784,1
c004693-l380-1.x.x.x,41,380,1.x.x.x,336,336,224,336,1
c010062-l466-3.x.x.x,41,466,3.x.x.x,224,224,121,224,1
c005860-l407-3.x.x.x,41,407,3.x.x.x,304,304,130,304,1
c002787-l322-3.x.x.x,41,322,3.x.x.x,464,464,250,464,1
c011167-l477-3.x.x.x,42,477,3.x.x.x,208,208,90,208,1
c005529-l400-1.x.x.x,42,400,1.x.x.x,80,80,62,80,1
c001001-l227-3.x.x.x,42,227,3.x.x.x,864,864,510,864,1
c009197-l457-1.x.x.x,42,457,1.x.x.x,240,240,144,240,1
c008350-l447-unconditional,42,447,unconditional,240,240,127,240,1
c005119-l391-unconditional,42,391,unconditional,320,320,205,320,1
c004694-l380-1.x.x.x,42,380,1.x.x.x,336,336,223,336,1
c010063-l466-3.x.x.x,42,466,3.x.x.x,224,224,93,224,1
c004245-l368-1.x.x.x,42,368,1.x.x.x,352,352,240,352,1
c009170-l457-unconditional,42,457,unconditional,240,240,141,240,1
c007875-l440-3.x.x.x,42,440,3.x.x.x,256,256,119,256,1
c005861-l407-3.x.x.x,42,407,3.x.x.x,304,304,170,304,1
c002788-l322-3.x.x.x,42,322,3.x.x.x,464,464,232,464,1
c001919-l286-2.x.x.x,42,286,2.x.x.x,576,576,387,576,1
c004042-l363-unconditional,42,363,unconditional,368,368,220,368,1
c001270-l248-3.x.x.x,42,248,3.x.x.x,736,736,430,736,1
c008844-l453-unconditional,42,453,unconditional,192,192,114,192,1
c008323-l446-3.x.x.x,42,446,3.x.x.x,240,240,113,240,1
c005859-l407-3.x.x.x,43,407,3.x.x.x,304,304,148,304,1
c005840-l407-1.x.x.x,43,407,1.x.x.x,304,304,216,304,1
c000638-l187-3.x.x.x,43,187,3.x.x.x,1184,1184,765,1184,1
c013609-l498-3.x.x.x,43,498,3.x.x.x,192,192,75,192,1
c005128-l391-unconditional,43,391,unconditional,320,320,198,320,1
c006646-l422-1.x.x.x,43,422,1.x.x.x,272,272,183,272,1
c011694-l482-2.x.x.x,43,482,2.x.x.x,208,208,57,208,1
c012822-l492-1.x.x.x,43,492,1.x.x.x,208,208,131,208,1
