stem,range,cut,predictor,precision
7ylr_A,long,R,ESMFold2,0.8677685950413223
7yug_A,all,R,ESMFold2,0.9148936170212766
7yug_A,long,R,ESMFold2,0.88
7yyg_A,all,R,ESMFold2,0.7420814479638009
7yyg_A,long,R,ESMFold2,0.6785714285714286
7z65_A,all,R,ESMFold2,0.875
7z65_A,long,R,ESMFold2,0.8687258687258688
7znz_A,all,R,ESMFold2,0.8680257510729614
7znz_A,long,R,ESMFold2,0.8740740740740741
7zoi_A,all,R,ESMFold2,0.9272727272727272
7zoi_A,long,R,ESMFold2,0.8717948717948718
7zs2_A,all,R,ESMFold2,0.8251121076233184
7zs2_A,long,R,ESMFold2,0.7913669064748201
7zu3_A,all,R,ESMFold2,0.4347826086956521
7zu3_A,long,R,ESMFold2,0.3934426229508196
7zv1_A,all,R,ESMFold2,0.7837837837837838
7zv1_A,long,R,ESMFold2,0.7432432432432432
8adc_A,all,R,ESMFold2,0.5705882352941176
8adc_A,long,R,ESMFold2,0.580952380952381
8add_A,all,R,ESMFold2,0.8
8add_A,long,R,ESMFold2,0.7986111111111112
8ak2_A,all,R,ESMFold2,0.8821656050955414
8ak2_A,long,R,ESMFold2,0.8864628820960698
8akh_A,all,R,ESMFold2,0.8753894080996885
8akh_A,long,R,ESMFold2,0.8777292576419214
8amo_A,all,R,ESMFold2,0.8425414364640884
8amo_A,long,R,ESMFold2,0.8494208494208494
8arl_A,all,R,ESMFold2,0.8423076923076923
8arl_A,long,R,ESMFold2,0.8990825688073395
8au6_A,all,R,ESMFold2,0.7976190476190477
8au6_A,long,R,ESMFold2,0.7542372881355932
8axj_A,all,R,ESMFold2,0.8601398601398601
8axj_A,long,R,ESMFold2,0.8095238095238095
8azb_A,all,R,ESMFold2,0.8568994889267462
8azb_A,long,R,ESMFold2,0.8362282878411911
8b2e_A,all,R,ESMFold2,0.9307692307692308
8b2e_A,long,R,ESMFold2,0.9333333333333332
8b2g_A,all,R,ESMFold2,0.8813559322033898
8b2g_A,long,R,ESMFold2,0.8181818181818182
8b2s_A,all,R,ESMFold2,0.8548387096774194
8b2s_A,long,R,ESMFold2,0.8518518518518519
8b4u_A,all,R,ESMFold2,0.8681318681318682
8b4u_A,long,R,ESMFold2,0.8585858585858586
8b5w_A,all,R,ESMFold2,0.4216216216216216
8b5w_A,long,R,ESMFold2,0.4115523465703971
8b61_A,all,R,ESMFold2,0.7735849056603774
8b61_A,long,R,ESMFold2,0.7674418604651163
8b6a_A,all,R,ESMFold2,0.9282051282051282
8b6a_A,long,R,ESMFold2,0.923728813559322
8b6e_A,all,R,ESMFold2,0.7727272727272727
8b6e_A,long,R,ESMFold2,0.7894736842105263
8baq_A,all,R,ESMFold2,0.9
8baq_A,long,R,ESMFold2,0.8978102189781022
8bau_A,all,R,ESMFold2,0.861244019138756
8bau_A,long,R,ESMFold2,0.8439716312056738
8bfy_A,all,R,ESMFold2,0.8690807799442897
8bfy_A,long,R,ESMFold2,0.8721804511278195
8bgb_A,all,R,ESMFold2,0.8910891089108911
8bgb_A,long,R,ESMFold2,0.8448275862068966
8bke_A,all,R,ESMFold2,0.8299595141700404
8bke_A,long,R,ESMFold2,0.8145896656534954
8bsb_A,all,R,ESMFold2,0.8521739130434782
8bsb_A,long,R,ESMFold2,0.8404255319148937
8bux_A,all,R,ESMFold2,0.05
8bux_A,long,R,ESMFold2,0.0169491525423728
8c4d_A,all,R,ESMFold2,0.9301310043668122
8c4d_A,long,R,ESMFold2,0.9314285714285714
8c4y_A,all,R,ESMFold2,0.8820375335120644
8c4y_A,long,R,ESMFold2,0.8801369863013698
8cba_A,all,R,ESMFold2,0.7510204081632653
8cba_A,long,R,ESMFold2,0.7320261437908496
8ci9_A,all,R,ESMFold2,0.8427299703264095
8ci9_A,long,R,ESMFold2,0.8404669260700389
8cih_A,all,R,ESMFold2,0.7974683544303798
8cih_A,long,R,ESMFold2,0.816793893129771
8cpk_A,all,R,ESMFold2,0.8753541076487252
8cpk_A,long,R,ESMFold2,0.8828125
8cpn_A,all,R,ESMFold2,0.8035714285714286
8cpn_A,long,R,ESMFold2,0.8
8d2z_A,all,R,ESMFold2,0.8557692307692307
8d2z_A,long,R,ESMFold2,0.8483412322274881
8daj_A,all,R,ESMFold2,0.9130434782608696
8daj_A,long,R,ESMFold2,0.9069767441860463
8dez_A,all,R,ESMFold2,0.7582417582417582
8dez_A,long,R,ESMFold2,0.8014184397163121
8dge_A,all,R,ESMFold2,0.8588621444201313
8dge_A,long,R,ESMFold2,0.8622291021671826
8dhj_A,all,R,ESMFold2,0.8876404494382022
8dhj_A,long,R,ESMFold2,0.895
8dmu_A,all,R,ESMFold2,0.8458844133099825
8dmu_A,long,R,ESMFold2,0.8564593301435407
8dp9_A,all,R,ESMFold2,0.8287671232876712
8dp9_A,long,R,ESMFold2,0.7837837837837838
8dqd_A,all,R,ESMFold2,0.8759493670886076
8dqd_A,long,R,ESMFold2,0.8695652173913043
8dx0_A,all,R,ESMFold2,0.8444444444444444
8dx0_A,long,R,ESMFold2,0.8494623655913979
8e0r_A,all,R,ESMFold2,0.8729838709677419
8e0r_A,long,R,ESMFold2,0.8575851393188855
8e5h_A,all,R,ESMFold2,0.8517441860465116
8e5h_A,long,R,ESMFold2,0.8565573770491803
8eb9_A,all,R,ESMFold2,0.1408450704225352
8eb9_A,long,R,ESMFold2,0.0555555555555555
8ec3_A,all,R,ESMFold2,0.6984126984126984
8ec3_A,long,R,ESMFold2,0.7565217391304347
8eo5_A,all,R,ESMFold2,0.8458498023715415
8eo5_A,long,R,ESMFold2,0.8263473053892215
8gmy_A,all,R,ESMFold2,0.7322834645669292
8gmy_A,long,R,ESMFold2,0.7202380952380952
8q8i_A,all,R,ESMFold2,0.800531914893617
8q8i_A,long,R,ESMFold2,0.8307086614173228
8ycm_A,all,R,ESMFold2,0.8418367346938775
8ycm_A,long,R,ESMFold2,0.828125
8ju8_A,all,R,Protenix-v2 single-seq,0.7849462365591398
8ju8_A,long,R,Protenix-v2 single-seq,0.78125
8k7o_A,all,R,Protenix-v2 single-seq,0.8235294117647058
8k7o_A,long,R,Protenix-v2 single-seq,0.8309859154929577
8oys_A,all,R,Protenix-v2 single-seq,0.7702702702702703
8oys_A,long,R,Protenix-v2 single-seq,0.7640449438202247
5sbj_A,all,R,Protenix-v2 single-seq,0.8823529411764706
5sbj_A,long,R,Protenix-v2 single-seq,0.75
7pv5_A,all,R,Protenix-v2 single-seq,0.796875
7pv5_A,long,R,Protenix-v2 single-seq,0.8048780487804879
7qp5_A,all,R,Protenix-v2 single-seq,0.1410788381742738
7qp5_A,long,R,Protenix-v2 single-seq,0.0969696969696969
7qsj_A,all,R,Protenix-v2 single-seq,0.4438040345821326
7qsj_A,long,R,Protenix-v2 single-seq,0.4070796460176991
7t9r_A,all,R,Protenix-v2 single-seq,0.0
7t9r_A,long,R,Protenix-v2 single-seq,0.0
7tjb_A,all,R,Protenix-v2 single-seq,0.5522388059701493
7tjb_A,long,R,Protenix-v2 single-seq,0.6044776119402985
7tlh_A,all,R,Protenix-v2 single-seq,0.131578947368421
7tlh_A,long,R,Protenix-v2 single-seq,0.1428571428571428
7uba_A,all,R,Protenix-v2 single-seq,0.0865384615384615
7uba_A,long,R,Protenix-v2 single-seq,0.072992700729927
7uk8_A,all,R,Protenix-v2 single-seq,0.0969581749049429
7uk8_A,long,R,Protenix-v2 single-seq,0.0653266331658291
7ur2_A,all,R,Protenix-v2 single-seq,0.2043795620437956
7ur2_A,long,R,Protenix-v2 single-seq,0.1875
7urp_A,all,R,Protenix-v2 single-seq,0.0746268656716417
7urp_A,long,R,Protenix-v2 single-seq,0.0714285714285714
7uvg_A,all,R,Protenix-v2 single-seq,0.3202247191011236
7uvg_A,long,R,Protenix-v2 single-seq,0.3125
7uww_A,all,R,Protenix-v2 single-seq,0.1861471861471861
7uww_A,long,R,Protenix-v2 single-seq,0.1265822784810126
7v3o_A,all,R,Protenix-v2 single-seq,0.0735294117647058
7v3o_A,long,R,Protenix-v2 single-seq,0.0106951871657754
7w15_A,all,R,Protenix-v2 single-seq,0.1749174917491749
7w15_A,long,R,Protenix-v2 single-seq,0.116751269035533
7wz5_A,all,R,Protenix-v2 single-seq,0.0973451327433628
7wz5_A,long,R,Protenix-v2 single-seq,0.1067961165048543
7wzm_A,all,R,Protenix-v2 single-seq,0.2631578947368421
7wzm_A,long,R,Protenix-v2 single-seq,0.2477611940298507
7x3h_A,all,R,Protenix-v2 single-seq,0.1013513513513513
7x3h_A,long,R,Protenix-v2 single-seq,0.0153061224489795
7x4p_A,all,R,Protenix-v2 single-seq,0.051051051051051
7x4p_A,long,R,Protenix-v2 single-seq,0.0165975103734439
7x8l_A,all,R,Protenix-v2 single-seq,0.0551724137931034
7x8l_A,long,R,Protenix-v2 single-seq,0.0386363636363636
7xcd_A,all,R,Protenix-v2 single-seq,0.1216216216216216
7xcd_A,long,R,Protenix-v2 single-seq,0.0679611650485436
7xg9_A,all,R,Protenix-v2 single-seq,0.4190871369294606
7xg9_A,long,R,Protenix-v2 single-seq,0.4029850746268656
7xi5_A,all,R,Protenix-v2 single-seq,0.2619047619047619
7xi5_A,long,R,Protenix-v2 single-seq,0.217391304347826
7xjr_A,all,R,Protenix-v2 single-seq,0.2542372881355932
7xjr_A,long,R,Protenix-v2 single-seq,0.24
7xlz_A,all,R,Protenix-v2 single-seq,0.1245283018867924
7xlz_A,long,R,Protenix-v2 single-seq,0.0862068965517241
7xp9_A,all,R,Protenix-v2 single-seq,0.3555555555555555
7xp9_A,long,R,Protenix-v2 single-seq,0.2962962962962963
7xq4_A,all,R,Protenix-v2 single-seq,0.7033898305084746
7xq4_A,long,R,Protenix-v2 single-seq,0.6776119402985075
7xrx_A,all,R,Protenix-v2 single-seq,0.2348484848484848
7xrx_A,long,R,Protenix-v2 single-seq,0.2251655629139073
7xyr_A,all,R,Protenix-v2 single-seq,0.1923620933521923
7xyr_A,long,R,Protenix-v2 single-seq,0.1442125237191651
7xz3_A,all,R,Protenix-v2 single-seq,0.110759493670886
7xz3_A,long,R,Protenix-v2 single-seq,0.0669291338582677
7y3h_A,all,R,Protenix-v2 single-seq,0.1506410256410256
7y3h_A,long,R,Protenix-v2 single-seq,0.0703517587939698
7y4h_A,all,R,Protenix-v2 single-seq,0.33125
7y4h_A,long,R,Protenix-v2 single-seq,0.3274336283185841
7y54_A,all,R,Protenix-v2 single-seq,0.6
7y54_A,long,R,Protenix-v2 single-seq,0.5344827586206896
7y5j_A,all,R,Protenix-v2 single-seq,0.1098901098901098
7y5j_A,long,R,Protenix-v2 single-seq,0.12
7y5m_A,all,R,Protenix-v2 single-seq,0.0878378378378378
7y5m_A,long,R,Protenix-v2 single-seq,0.0560747663551401
7y5r_A,all,R,Protenix-v2 single-seq,0.7938144329896907
7y5r_A,long,R,Protenix-v2 single-seq,0.7166666666666667
7y8h_A,all,R,Protenix-v2 single-seq,0.8072289156626506
7y8h_A,long,R,Protenix-v2 single-seq,0.7959183673469388
7y8i_A,all,R,Protenix-v2 single-seq,0.8192771084337349
7y8i_A,long,R,Protenix-v2 single-seq,0.851063829787234
7yd4_A,all,R,Protenix-v2 single-seq,0.0774647887323943
7yd4_A,long,R,Protenix-v2 single-seq,0.0693069306930693
7yhr_A,all,R,Protenix-v2 single-seq,0.3414634146341463
7yhr_A,long,R,Protenix-v2 single-seq,0.2608695652173913
7ykm_A,all,R,Protenix-v2 single-seq,0.8181818181818182
7ykm_A,long,R,Protenix-v2 single-seq,0.8529411764705882
7ylr_A,all,R,Protenix-v2 single-seq,0.4010989010989011
7ylr_A,long,R,Protenix-v2 single-seq,0.3305785123966942
7yug_A,all,R,Protenix-v2 single-seq,0.3936170212765957
7yug_A,long,R,Protenix-v2 single-seq,0.34
7yyg_A,all,R,Protenix-v2 single-seq,0.2850678733031674
7yyg_A,long,R,Protenix-v2 single-seq,0.2
7z65_A,all,R,Protenix-v2 single-seq,0.340625
7z65_A,long,R,Protenix-v2 single-seq,0.3436293436293436
7znz_A,all,R,Protenix-v2 single-seq,0.259656652360515
7znz_A,long,R,Protenix-v2 single-seq,0.194074074074074
7zoi_A,all,R,Protenix-v2 single-seq,0.3
7zoi_A,long,R,Protenix-v2 single-seq,0.2307692307692307
7zs2_A,all,R,Protenix-v2 single-seq,0.2152466367713004
7zs2_A,long,R,Protenix-v2 single-seq,0.1151079136690647
7zu3_A,all,R,Protenix-v2 single-seq,0.4673913043478261
7zu3_A,long,R,Protenix-v2 single-seq,0.4590163934426229
7zv1_A,all,R,Protenix-v2 single-seq,0.2972972972972973
7zv1_A,long,R,Protenix-v2 single-seq,0.2027027027027027
8adc_A,all,R,Protenix-v2 single-seq,0.2058823529411764
8adc_A,long,R,Protenix-v2 single-seq,0.1238095238095238
8add_A,all,R,Protenix-v2 single-seq,0.0666666666666666
8add_A,long,R,Protenix-v2 single-seq,0.0
8ak2_A,all,R,Protenix-v2 single-seq,0.0573248407643312
8ak2_A,long,R,Protenix-v2 single-seq,0.0131004366812227
8akh_A,all,R,Protenix-v2 single-seq,0.190031152647975
8akh_A,long,R,Protenix-v2 single-seq,0.1441048034934497
8amo_A,all,R,Protenix-v2 single-seq,0.2154696132596685
8amo_A,long,R,Protenix-v2 single-seq,0.166023166023166
8arl_A,all,R,Protenix-v2 single-seq,0.2538461538461538
8arl_A,long,R,Protenix-v2 single-seq,0.2660550458715596
8au6_A,all,R,Protenix-v2 single-seq,0.1904761904761904
8au6_A,long,R,Protenix-v2 single-seq,0.135593220338983
8axj_A,all,R,Protenix-v2 single-seq,0.0909090909090909
8axj_A,long,R,Protenix-v2 single-seq,0.0317460317460317
8azb_A,all,R,Protenix-v2 single-seq,0.2470187393526405
8azb_A,long,R,Protenix-v2 single-seq,0.1811414392059553
8b2e_A,all,R,Protenix-v2 single-seq,0.1538461538461538
8b2e_A,long,R,Protenix-v2 single-seq,0.1066666666666666
8b2g_A,all,R,Protenix-v2 single-seq,0.0338983050847457
8b2g_A,long,R,Protenix-v2 single-seq,0.0
8b2s_A,all,R,Protenix-v2 single-seq,0.1559139784946236
8b2s_A,long,R,Protenix-v2 single-seq,0.1296296296296296
8b4u_A,all,R,Protenix-v2 single-seq,0.0769230769230769
8b4u_A,long,R,Protenix-v2 single-seq,0.0606060606060606
8b5w_A,all,R,Protenix-v2 single-seq,0.1486486486486486
8b5w_A,long,R,Protenix-v2 single-seq,0.1624548736462094
8b61_A,all,R,Protenix-v2 single-seq,0.1886792452830188
8b61_A,long,R,Protenix-v2 single-seq,0.1162790697674418
8b6a_A,all,R,Protenix-v2 single-seq,0.1333333333333333
8b6a_A,long,R,Protenix-v2 single-seq,0.059322033898305
8b6e_A,all,R,Protenix-v2 single-seq,0.7727272727272727
8b6e_A,long,R,Protenix-v2 single-seq,0.7894736842105263
8baq_A,all,R,Protenix-v2 single-seq,0.0368421052631578
8baq_A,long,R,Protenix-v2 single-seq,0.0218978102189781
8bau_A,all,R,Protenix-v2 single-seq,0.0526315789473684
8bau_A,long,R,Protenix-v2 single-seq,0.0070921985815602
8bfy_A,all,R,Protenix-v2 single-seq,0.1504178272980501
8bfy_A,long,R,Protenix-v2 single-seq,0.1578947368421052
8bgb_A,all,R,Protenix-v2 single-seq,0.4554455445544554
8bgb_A,long,R,Protenix-v2 single-seq,0.4827586206896552
8bke_A,all,R,Protenix-v2 single-seq,0.6012145748987854
8bke_A,long,R,Protenix-v2 single-seq,0.60790273556231
8bsb_A,all,R,Protenix-v2 single-seq,0.7652173913043478
8bsb_A,long,R,Protenix-v2 single-seq,0.7340425531914894
8bux_A,all,R,Protenix-v2 single-seq,0.0666666666666666
8bux_A,long,R,Protenix-v2 single-seq,0.0282485875706214
8c4d_A,all,R,Protenix-v2 single-seq,0.0305676855895196
8c4d_A,long,R,Protenix-v2 single-seq,0.0228571428571428
8c4y_A,all,R,Protenix-v2 single-seq,0.1796246648793565
8c4y_A,long,R,Protenix-v2 single-seq,0.1712328767123287
8cba_A,all,R,Protenix-v2 single-seq,0.236734693877551
8cba_A,long,R,Protenix-v2 single-seq,0.2091503267973856
8ci9_A,all,R,Protenix-v2 single-seq,0.0830860534124629
8ci9_A,long,R,Protenix-v2 single-seq,0.0700389105058365
8cih_A,all,R,Protenix-v2 single-seq,0.6012658227848101
8cih_A,long,R,Protenix-v2 single-seq,0.6259541984732825
8cpk_A,all,R,Protenix-v2 single-seq,0.6770538243626062
8cpk_A,long,R,Protenix-v2 single-seq,0.6953125
8cpn_A,all,R,Protenix-v2 single-seq,0.5416666666666666
8cpn_A,long,R,Protenix-v2 single-seq,0.4545454545454545
8d2z_A,all,R,Protenix-v2 single-seq,0.4230769230769231
8d2z_A,long,R,Protenix-v2 single-seq,0.4123222748815165
8daj_A,all,R,Protenix-v2 single-seq,0.2809364548494983
8daj_A,long,R,Protenix-v2 single-seq,0.2465116279069767
8dez_A,all,R,Protenix-v2 single-seq,0.3846153846153846
8dez_A,long,R,Protenix-v2 single-seq,0.3829787234042553
8dge_A,all,R,Protenix-v2 single-seq,0.0798687089715536
8dge_A,long,R,Protenix-v2 single-seq,0.044891640866873
8dhj_A,all,R,Protenix-v2 single-seq,0.0561797752808988
8dhj_A,long,R,Protenix-v2 single-seq,0.025
8dmu_A,all,R,Protenix-v2 single-seq,0.0840630472854641
8dmu_A,long,R,Protenix-v2 single-seq,0.0741626794258373
8dp9_A,all,R,Protenix-v2 single-seq,0.0547945205479452
8dp9_A,long,R,Protenix-v2 single-seq,0.045045045045045
8dqd_A,all,R,Protenix-v2 single-seq,0.1569620253164557
8dqd_A,long,R,Protenix-v2 single-seq,0.0978260869565217
8dx0_A,all,R,Protenix-v2 single-seq,0.5777777777777777
8dx0_A,long,R,Protenix-v2 single-seq,0.5591397849462365
8e0r_A,all,R,Protenix-v2 single-seq,0.0564516129032258
8e0r_A,long,R,Protenix-v2 single-seq,0.0123839009287925
8e5h_A,all,R,Protenix-v2 single-seq,0.3633720930232558
8e5h_A,long,R,Protenix-v2 single-seq,0.3524590163934426
8eb9_A,all,R,Protenix-v2 single-seq,0.0704225352112676
8eb9_A,long,R,Protenix-v2 single-seq,0.1388888888888889
8ec3_A,all,R,Protenix-v2 single-seq,0.2936507936507936
8ec3_A,long,R,Protenix-v2 single-seq,0.3217391304347826
8eo5_A,all,R,Protenix-v2 single-seq,0.150197628458498
8eo5_A,long,R,Protenix-v2 single-seq,0.1077844311377245
8gmy_A,all,R,Protenix-v2 single-seq,0.1732283464566929
8gmy_A,long,R,Protenix-v2 single-seq,0.1845238095238095
8q8i_A,all,R,Protenix-v2 single-seq,0.0159574468085106
8q8i_A,long,R,Protenix-v2 single-seq,0.0157480314960629
8ycm_A,all,R,Protenix-v2 single-seq,0.1224489795918367
8ycm_A,long,R,Protenix-v2 single-seq,0.0703125
8ju8_A,all,R,Protenix-v2 + MSA,0.7849462365591398
8ju8_A,long,R,Protenix-v2 + MSA,0.78125
8k7o_A,all,R,Protenix-v2 + MSA,0.8431372549019608
8k7o_A,long,R,Protenix-v2 + MSA,0.8591549295774648
8oys_A,all,R,Protenix-v2 + MSA,0.7567567567567568
8oys_A,long,R,Protenix-v2 + MSA,0.7528089887640449
5sbj_A,all,R,Protenix-v2 + MSA,0.8823529411764706
5sbj_A,long,R,Protenix-v2 + MSA,0.75
7pv5_A,all,R,Protenix-v2 + MSA,0.859375
7pv5_A,long,R,Protenix-v2 + MSA,0.8292682926829268
7qp5_A,all,R,Protenix-v2 + MSA,0.8630705394190872
7qp5_A,long,R,Protenix-v2 + MSA,0.8787878787878788
7qsj_A,all,R,Protenix-v2 + MSA,0.9279538904899136
7qsj_A,long,R,Protenix-v2 + MSA,0.915929203539823
7t9r_A,all,R,Protenix-v2 + MSA,0.75
7t9r_A,long,R,Protenix-v2 + MSA,0.5714285714285714
7tjb_A,all,R,Protenix-v2 + MSA,0.8955223880597015
7tjb_A,long,R,Protenix-v2 + MSA,0.8805970149253731
7tlh_A,all,R,Protenix-v2 + MSA,0.8333333333333334
7tlh_A,long,R,Protenix-v2 + MSA,0.7922077922077922
7uba_A,all,R,Protenix-v2 + MSA,0.8894230769230769
7uba_A,long,R,Protenix-v2 + MSA,0.8905109489051095
7uk8_A,all,R,Protenix-v2 + MSA,0.8307984790874525
7uk8_A,long,R,Protenix-v2 + MSA,0.8366834170854272
7ur2_A,all,R,Protenix-v2 + MSA,0.7591240875912408
7ur2_A,long,R,Protenix-v2 + MSA,0.7589285714285714
7urp_A,all,R,Protenix-v2 + MSA,0.917910447761194
7urp_A,long,R,Protenix-v2 + MSA,0.8979591836734694
7uvg_A,all,R,Protenix-v2 + MSA,0.8876404494382022
7uvg_A,long,R,Protenix-v2 + MSA,0.8828125
7uww_A,all,R,Protenix-v2 + MSA,0.84992784992785
7uww_A,long,R,Protenix-v2 + MSA,0.8375527426160337
7v3o_A,all,R,Protenix-v2 + MSA,0.8529411764705882
7v3o_A,long,R,Protenix-v2 + MSA,0.8502673796791443
7w15_A,all,R,Protenix-v2 + MSA,0.8712871287128713
7w15_A,long,R,Protenix-v2 + MSA,0.8629441624365483
7wz5_A,all,R,Protenix-v2 + MSA,0.8672566371681416
7wz5_A,long,R,Protenix-v2 + MSA,0.8640776699029126
7wzm_A,all,R,Protenix-v2 + MSA,0.8618421052631579
7wzm_A,long,R,Protenix-v2 + MSA,0.8597014925373134
7x3h_A,all,R,Protenix-v2 + MSA,0.7297297297297297
7x3h_A,long,R,Protenix-v2 + MSA,0.7091836734693877
7x4p_A,all,R,Protenix-v2 + MSA,0.8258258258258259
7x4p_A,long,R,Protenix-v2 + MSA,0.8298755186721992
7x8l_A,all,R,Protenix-v2 + MSA,0.9051724137931034
7x8l_A,long,R,Protenix-v2 + MSA,0.9113636363636364
7xcd_A,all,R,Protenix-v2 + MSA,0.7905405405405406
7xcd_A,long,R,Protenix-v2 + MSA,0.8252427184466019
7xg9_A,all,R,Protenix-v2 + MSA,0.8257261410788381
7xg9_A,long,R,Protenix-v2 + MSA,0.8407960199004975
7xi5_A,all,R,Protenix-v2 + MSA,0.9047619047619048
7xi5_A,long,R,Protenix-v2 + MSA,0.8260869565217391
7xjr_A,all,R,Protenix-v2 + MSA,0.9067796610169492
7xjr_A,long,R,Protenix-v2 + MSA,0.9090909090909092
7xlz_A,all,R,Protenix-v2 + MSA,0.9132075471698112
7xlz_A,long,R,Protenix-v2 + MSA,0.9080459770114944
7xp9_A,all,R,Protenix-v2 + MSA,0.7555555555555555
7xp9_A,long,R,Protenix-v2 + MSA,0.7037037037037037
7xq4_A,all,R,Protenix-v2 + MSA,0.8665254237288136
7xq4_A,long,R,Protenix-v2 + MSA,0.8656716417910447
7xrx_A,all,R,Protenix-v2 + MSA,0.8813131313131313
7xrx_A,long,R,Protenix-v2 + MSA,0.8807947019867549
7xyr_A,all,R,Protenix-v2 + MSA,0.8826025459688827
7xyr_A,long,R,Protenix-v2 + MSA,0.889943074003795
7xz3_A,all,R,Protenix-v2 + MSA,0.8512658227848101
7xz3_A,long,R,Protenix-v2 + MSA,0.8543307086614174
7y3h_A,all,R,Protenix-v2 + MSA,0.8365384615384616
7y3h_A,long,R,Protenix-v2 + MSA,0.8040201005025126
7y4h_A,all,R,Protenix-v2 + MSA,0.896875
7y4h_A,long,R,Protenix-v2 + MSA,0.8893805309734514
7y54_A,all,R,Protenix-v2 + MSA,0.8857142857142857
7y54_A,long,R,Protenix-v2 + MSA,0.8620689655172413
7y5j_A,all,R,Protenix-v2 + MSA,0.8131868131868132
7y5j_A,long,R,Protenix-v2 + MSA,0.72
7y5m_A,all,R,Protenix-v2 + MSA,0.831081081081081
7y5m_A,long,R,Protenix-v2 + MSA,0.8317757009345794
7y5r_A,all,R,Protenix-v2 + MSA,0.8762886597938144
7y5r_A,long,R,Protenix-v2 + MSA,0.8333333333333334
7y8h_A,all,R,Protenix-v2 + MSA,0.8072289156626506
7y8h_A,long,R,Protenix-v2 + MSA,0.7755102040816326
7y8i_A,all,R,Protenix-v2 + MSA,0.8192771084337349
7y8i_A,long,R,Protenix-v2 + MSA,0.8085106382978723
7yd4_A,all,R,Protenix-v2 + MSA,0.8732394366197183
7yd4_A,long,R,Protenix-v2 + MSA,0.8712871287128713
7yhr_A,all,R,Protenix-v2 + MSA,0.8048780487804879
7yhr_A,long,R,Protenix-v2 + MSA,0.782608695652174
7ykm_A,all,R,Protenix-v2 + MSA,0.8181818181818182
7ykm_A,long,R,Protenix-v2 + MSA,0.8235294117647058
7ylr_A,all,R,Protenix-v2 + MSA,0.8983516483516484
7ylr_A,long,R,Protenix-v2 + MSA,0.8842975206611571
7yug_A,all,R,Protenix-v2 + MSA,0.8829787234042553
7yug_A,long,R,Protenix-v2 + MSA,0.84
7yyg_A,all,R,Protenix-v2 + MSA,0.8642533936651584
7yyg_A,long,R,Protenix-v2 + MSA,0.8357142857142857
7z65_A,all,R,Protenix-v2 + MSA,0.89375
7z65_A,long,R,Protenix-v2 + MSA,0.8803088803088803
7znz_A,all,R,Protenix-v2 + MSA,0.9012875536480688
7znz_A,long,R,Protenix-v2 + MSA,0.8977777777777778
7zoi_A,all,R,Protenix-v2 + MSA,0.9090909090909092
7zoi_A,long,R,Protenix-v2 + MSA,0.8717948717948718
7zs2_A,all,R,Protenix-v2 + MSA,0.8340807174887892
7zs2_A,long,R,Protenix-v2 + MSA,0.7985611510791367
7zu3_A,all,R,Protenix-v2 + MSA,0.4891304347826087
7zu3_A,long,R,Protenix-v2 + MSA,0.4426229508196721
7zv1_A,all,R,Protenix-v2 + MSA,0.8018018018018018
7zv1_A,long,R,Protenix-v2 + MSA,0.7567567567567568
8adc_A,all,R,Protenix-v2 + MSA,0.6705882352941176
8adc_A,long,R,Protenix-v2 + MSA,0.6857142857142857
8add_A,all,R,Protenix-v2 + MSA,0.8047619047619048
8add_A,long,R,Protenix-v2 + MSA,0.7986111111111112
8ak2_A,all,R,Protenix-v2 + MSA,0.8885350318471338
8ak2_A,long,R,Protenix-v2 + MSA,0.8820960698689956
8akh_A,all,R,Protenix-v2 + MSA,0.912772585669782
8akh_A,long,R,Protenix-v2 + MSA,0.9082969432314412
8amo_A,all,R,Protenix-v2 + MSA,0.8674033149171271
8amo_A,long,R,Protenix-v2 + MSA,0.8648648648648649
8arl_A,all,R,Protenix-v2 + MSA,0.8461538461538461
8arl_A,long,R,Protenix-v2 + MSA,0.8899082568807339
8au6_A,all,R,Protenix-v2 + MSA,0.8095238095238095
8au6_A,long,R,Protenix-v2 + MSA,0.7627118644067796
8axj_A,all,R,Protenix-v2 + MSA,0.8881118881118881
8axj_A,long,R,Protenix-v2 + MSA,0.8888888888888888
8azb_A,all,R,Protenix-v2 + MSA,0.8722316865417377
8azb_A,long,R,Protenix-v2 + MSA,0.8660049627791563
8b2e_A,all,R,Protenix-v2 + MSA,0.9
8b2e_A,long,R,Protenix-v2 + MSA,0.8933333333333333
8b2g_A,all,R,Protenix-v2 + MSA,0.8983050847457628
8b2g_A,long,R,Protenix-v2 + MSA,0.8636363636363636
8b2s_A,all,R,Protenix-v2 + MSA,0.8387096774193549
8b2s_A,long,R,Protenix-v2 + MSA,0.8333333333333334
8b4u_A,all,R,Protenix-v2 + MSA,0.8974358974358975
8b4u_A,long,R,Protenix-v2 + MSA,0.8838383838383839
8b5w_A,all,R,Protenix-v2 + MSA,0.8675675675675676
8b5w_A,long,R,Protenix-v2 + MSA,0.8916967509025271
8b61_A,all,R,Protenix-v2 + MSA,0.8679245283018868
8b61_A,long,R,Protenix-v2 + MSA,0.8682170542635659
8b6a_A,all,R,Protenix-v2 + MSA,0.917948717948718
8b6a_A,long,R,Protenix-v2 + MSA,0.9067796610169492
8b6e_A,all,R,Protenix-v2 + MSA,0.75
