entry_id,gcs_uri,struct_cluster_id,seq_cluster_id,global_plddt,seq_len,split,uniprot_accession,tax_id,organism_name,is_anchor,was_excluded,cluster_size,n_anchors,n_candidates,length_bin,size_bin
AF-A0A1Q6DTI7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1Q6DTI7-F1-model_v4.cif,I3RCU5,A0A1Q6DTI7,87.94,162,train,A0A1Q6DTI7,1903181,Candidatus Methanohalarchaeum thermophilum,false,false,14,5,9,60-249,<20
AF-A0A1V5A1I4-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1V5A1I4-F1-model_v4.cif,I3RCU5,A0A1V5A1I4,94.88,191,train,A0A1V5A1I4,1811724,Methanoregulaceae archaeon PtaU1.Bin059,true,false,14,5,9,60-249,<20
AF-A0A2I0P161-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2I0P161-F1-model_v4.cif,I3RCU5,A0A2I0P161,96.25,179,train,A0A2I0P161,2013820,Methanomicrobiales archaeon HGW-Methanomicrobiales-4,true,false,14,5,9,60-249,<20
AF-A0A381NM32-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A381NM32-F1-model_v4.cif,I3RCU5,A0A381NM32,93.81,179,train,A0A381NM32,408172,marine metagenome,false,false,14,5,9,60-249,<20
AF-A0A381VC90-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A381VC90-F1-model_v4.cif,I3RCU5,A0A381VC90,92.69,189,train,A0A381VC90,408172,marine metagenome,false,false,14,5,9,60-249,<20
AF-A0A382ACY5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A382ACY5-F1-model_v4.cif,I3RCU5,A0A382ACY5,90.0,187,train,A0A382ACY5,408172,marine metagenome,false,false,14,5,9,60-249,<20
AF-A0A3N6H3P1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A3N6H3P1-F1-model_v4.cif,I3RCU5,A0A3N6H3P1,86.75,174,train,A0A3N6H3P1,1522762,Streptomyces sp. ADI97-07,false,false,14,5,9,60-249,<20
AF-A0A7Y6CFD8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7Y6CFD8-F1-model_v4.cif,I3RCU5,A0A7Y6CFD8,95.19,164,train,A0A7Y6CFD8,2026888,Thermoleophilia bacterium,true,false,14,5,9,60-249,<20
AF-A0A831LCX5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A831LCX5-F1-model_v4.cif,I3RCU5,A0A831LCX5,94.69,211,train,A0A831LCX5,90427,Methanoculleus sp,false,false,14,5,9,60-249,<20
AF-A0A067NSM0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A067NSM0-F1-model_v4.cif,U5HGY5,A0A067NSM0,83.25,727,train,A0A067NSM0,1137138,Pleurotus ostreatus PC15,true,false,20,5,7,500-1000,20-99
AF-A0A074S320-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A074S320-F1-model_v4.cif,U5HGY5,A0A074S320,80.94,733,train,A0A074S320,1423351,Rhizoctonia solani 123E,false,false,20,5,7,500-1000,20-99
AF-A0A0B7FJA1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0B7FJA1-F1-model_v4.cif,U5HGY5,A0A0B7FJA1,81.06,731,train,A0A0B7FJA1,1108050,Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14),false,false,20,5,7,500-1000,20-99
AF-A0A0D0ECZ5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0D0ECZ5-F1-model_v4.cif,U5HGY5,A0A0D0ECZ5,80.44,729,train,A0A0D0ECZ5,930991,Paxillus rubicundulus Ve08.2h10,false,false,20,5,7,500-1000,20-99
AF-A0A0D7AUL6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0D7AUL6-F1-model_v4.cif,U5HGY5,A0A0D7AUL6,80.06,681,train,A0A0D7AUL6,1314674,Cylindrobasidium torrendii FP15055 ss-10,false,false,20,5,7,500-1000,20-99
AF-A0A164XN87-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A164XN87-F1-model_v4.cif,U5HGY5,A0A164XN87,80.12,766,train,A0A164XN87,1314777,Sistotremastrum niveocremeum HHB9708,false,false,20,5,7,500-1000,20-99
AF-A0A4P7NVS2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A4P7NVS2-F1-model_v4.cif,U5HGY5,A0A4P7NVS2,85.31,673,train,A0A4P7NVS2,318829,Magnaporthe oryzae,true,false,20,5,7,500-1000,20-99
AF-A0A550CNX1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A550CNX1-F1-model_v4.cif,U5HGY5,A0A550CNX1,81.88,713,train,A0A550CNX1,97359,Auriculariopsis ampla,false,false,20,5,7,500-1000,20-99
AF-A0A5E3X1P6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5E3X1P6-F1-model_v4.cif,U5HGY5,A0A5E3X1P6,83.12,732,train,A0A5E3X1P6,718367,Peniophora sp. CBMAI 1063,true,false,20,5,7,500-1000,20-99
AF-A0A5K1JRE0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5K1JRE0-F1-model_v4.cif,U5HGY5,A0A5K1JRE0,80.19,696,train,A0A5K1JRE0,34458,Ganoderma boninense,false,false,20,5,7,500-1000,20-99
AF-A0A6P8AP29-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6P8AP29-F1-model_v4.cif,U5HGY5,A0A6P8AP29,89.25,698,train,A0A6P8AP29,148305,Magnaporthe grisea,true,false,20,5,7,500-1000,20-99
AF-S8EKZ3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-S8EKZ3-F1-model_v4.cif,U5HGY5,S8EKZ3,84.69,685,train,S8EKZ3,743788,Fomitopsis pinicola (strain FP-58527),true,false,20,5,7,500-1000,20-99
